title,date,category,url
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,8 April - 10 April 2022,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1233&result=3
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,8 April - 10 April 2022,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1233&result=7
"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",6 May - 8 May 2022,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1235&result=3
"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",6 May - 8 May 2022,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1235&result=7
"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",6 May - 8 May 2022,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1235&result=2
"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",6 May - 8 May 2022,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1235&result=6
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",20 May - 22 May 2022,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1236&result=3
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",20 May - 22 May 2022,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1236&result=7
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",20 May - 22 May 2022,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1236&result=2
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",20 May - 22 May 2022,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1236&result=6
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",27 May - 29 May 2022,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1237&result=3
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",27 May - 29 May 2022,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1237&result=7
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",27 May - 29 May 2022,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1237&result=2
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",27 May - 29 May 2022,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1237&result=6
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,10 June - 12 June 2022,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1284&result=3
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,10 June - 12 June 2022,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1284&result=7
"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",22 June - 26 June 2022,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1238&result=3
"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",22 June - 26 June 2022,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1238&result=7
"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",22 June - 26 June 2022,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1238&result=1
"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",22 June - 26 June 2022,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1238&result=5
"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",30 June - 2 July 2022,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1239&result=1
"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",30 June - 2 July 2022,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1239&result=5
"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",30 June - 2 July 2022,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1239&result=2
"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",30 June - 2 July 2022,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1239&result=6
"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",8 July - 10 July 2022,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1240&result=1
"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",8 July - 10 July 2022,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1240&result=5
"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",8 July - 10 July 2022,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1240&result=2
