title,date,category,url
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",22 March - 23 March 2013,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=789&result=3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",22 March - 23 March 2013,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=789&result=7
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",22 March - 23 March 2013,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=789&result=2
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",22 March - 23 March 2013,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=789&result=6
IFSC Climbing Worldcup (B) - Millau (FRA) 2013,5 April - 6 April 2013,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=790&result=3
IFSC Climbing Worldcup (B) - Millau (FRA) 2013,5 April - 6 April 2013,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=790&result=7
IFSC Climbing Worldcup (B) - Kitzbühel (AUT) 2013,26 April - 27 April 2013,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=791&result=3
IFSC Climbing Worldcup (B) - Kitzbühel (AUT) 2013,26 April - 27 April 2013,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=791&result=7
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,11 May - 12 May 2013,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=792&result=3
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,11 May - 12 May 2013,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=792&result=7
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,17 May - 18 May 2013,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=793&result=3
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,17 May - 18 May 2013,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=793&result=7
IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,1 June - 2 June 2013,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=794&result=3
IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,1 June - 2 June 2013,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=794&result=7
IFSC Climbing Worldcup (B) - Vail (USA) 2013,7 June - 8 June 2013,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=795&result=3
IFSC Climbing Worldcup (B) - Vail (USA) 2013,7 June - 8 June 2013,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=795&result=7
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,22 June - 23 June 2013,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=796&result=2
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,22 June - 23 June 2013,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=796&result=6
IFSC Climbing Worldcup (L) - Briançon (FRA) 2013,19 July - 20 July 2013,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=797&result=1
IFSC Climbing Worldcup (L) - Briançon (FRA) 2013,19 July - 20 July 2013,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=797&result=5
IFSC Climbing Worldcup (L) - Imst (AUT) 2013,9 August - 10 August 2013,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=798&result=1
IFSC Climbing Worldcup (L) - Imst (AUT) 2013,9 August - 10 August 2013,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=798&result=5
IFSC Climbing Worldcup (B) - Munich (GER) 2013,24 August - 25 August 2013,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=799&result=3
IFSC Climbing Worldcup (B) - Munich (GER) 2013,24 August - 25 August 2013,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=799&result=7
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,7 September - 7 September 2013,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=800&result=2
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,7 September - 7 September 2013,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=800&result=6
IFSC Climbing Worldcup (L) - Puurs (BEL) 2013,20 September - 21 September 2013,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=801&result=1
IFSC Climbing Worldcup (L) - Puurs (BEL) 2013,20 September - 21 September 2013,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=801&result=5
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",27 September - 29 September 2013,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=802&result=1
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",27 September - 29 September 2013,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=802&result=5
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",27 September - 29 September 2013,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=802&result=2
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",27 September - 29 September 2013,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=802&result=6
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",11 October - 12 October 2013,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=803&result=1
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",11 October - 12 October 2013,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=803&result=5
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",11 October - 12 October 2013,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=803&result=2
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",11 October - 12 October 2013,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=803&result=6
IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,15 October - 16 October 2013,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=804&result=2
IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,15 October - 16 October 2013,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=804&result=6
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",19 October - 20 October 2013,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=805&result=1
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",19 October - 20 October 2013,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=805&result=5
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",19 October - 20 October 2013,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=805&result=2
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",19 October - 20 October 2013,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=805&result=6
IFSC Climbing Worldcup (L) - Valence (FRA) 2013,1 November - 2 November 2013,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=806&result=1
IFSC Climbing Worldcup (L) - Valence (FRA) 2013,1 November - 2 November 2013,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=806&result=5
IFSC Climbing Worldcup (L) - Kranj (SLO) 2013,16 November - 17 November 2013,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=807&result=1
IFSC Climbing Worldcup (L) - Kranj (SLO) 2013,16 November - 17 November 2013,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=807&result=5
