title,date,category,url
IFSC Pan Am - Continental Championships (C) - Los Angeles (USA) 2020,24 February - 1 March 2020,COMBINED Men,https://components.ifsc-climbing.org/result-complete/?event=70&result=4
IFSC Pan Am - Continental Championships (C) - Los Angeles (USA) 2020,24 February - 1 March 2020,COMBINED Women,https://components.ifsc-climbing.org/result-complete/?event=70&result=8
IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,21 August - 22 August 2020,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=65&result=1
IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,21 August - 22 August 2020,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=65&result=5
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",21 November - 29 November 2020,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1166&result=1
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",21 November - 29 November 2020,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1166&result=5
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",21 November - 29 November 2020,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1166&result=2
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",21 November - 29 November 2020,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1166&result=6
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",21 November - 29 November 2020,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1166&result=3
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",21 November - 29 November 2020,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1166&result=7
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",21 November - 29 November 2020,COMBINED Men,https://components.ifsc-climbing.org/result-complete/?event=1166&result=4
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",21 November - 29 November 2020,COMBINED Women,https://components.ifsc-climbing.org/result-complete/?event=1166&result=8
IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,17 December - 20 December 2020,COMBINED Men,https://components.ifsc-climbing.org/result-complete/?event=1168&result=4
IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,17 December - 20 December 2020,COMBINED Women,https://components.ifsc-climbing.org/result-complete/?event=1168&result=8
IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,19 December - 20 December 2020,COMBINED Men,https://components.ifsc-climbing.org/result-complete/?event=1167&result=4
IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,19 December - 20 December 2020,COMBINED Women,https://components.ifsc-climbing.org/result-complete/?event=1167&result=8
