title,date,category,url
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,15 April - 16 April 2016,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=937&result=3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,15 April - 16 April 2016,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=937&result=7
IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,23 April - 24 April 2016,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=938&result=3
IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,23 April - 24 April 2016,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=938&result=7
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",30 April - 1 May 2016,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=939&result=3
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",30 April - 1 May 2016,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=939&result=7
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",30 April - 1 May 2016,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=939&result=2
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",30 April - 1 May 2016,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=939&result=6
IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,7 May - 8 May 2016,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=940&result=2
IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,7 May - 8 May 2016,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=940&result=6
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,14 May - 15 May 2016,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=941&result=3
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,14 May - 15 May 2016,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=941&result=7
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,20 May - 21 May 2016,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=942&result=3
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,20 May - 21 May 2016,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=942&result=7
IFSC Climbing Worldcup (B) - Vail (USA) 2016,10 June - 11 June 2016,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=943&result=3
IFSC Climbing Worldcup (B) - Vail (USA) 2016,10 June - 11 June 2016,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=943&result=7
"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",11 July - 12 July 2016,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=944&result=1
"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",11 July - 12 July 2016,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=944&result=5
"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",11 July - 12 July 2016,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=944&result=2
"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",11 July - 12 July 2016,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=944&result=6
"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",15 July - 16 July 2016,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=945&result=1
"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",15 July - 16 July 2016,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=945&result=5
"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",15 July - 16 July 2016,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=945&result=2
"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",15 July - 16 July 2016,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=945&result=6
IFSC Climbing Worldcup (L) - Briançon (FRA) 2016,22 July - 23 July 2016,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=946&result=1
IFSC Climbing Worldcup (L) - Briançon (FRA) 2016,22 July - 23 July 2016,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=946&result=5
IFSC Climbing Worldcup (B) - Munich (GER) 2016,12 August - 13 August 2016,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=947&result=3
IFSC Climbing Worldcup (B) - Munich (GER) 2016,12 August - 13 August 2016,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=947&result=7
IFSC Climbing Worldcup (L) - Imst (AUT) 2016,19 August - 20 August 2016,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=948&result=1
