title,date,category,url
IFSC Climbing Worldcup (S) - Trento (ITA) 2010,30 April - 1 May 2010,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=608&result=2
IFSC Climbing Worldcup (S) - Trento (ITA) 2010,30 April - 1 May 2010,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=608&result=6
IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,14 May - 15 May 2010,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=609&result=3
IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,14 May - 15 May 2010,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=609&result=7
IFSC Climbing Worldcup (B) - Wien (AUT) 2010,28 May - 30 May 2010,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=610&result=3
IFSC Climbing Worldcup (B) - Wien (AUT) 2010,28 May - 30 May 2010,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=610&result=7
IFSC Climbing Worldcup (B) - Vail (USA) 2010,4 June - 5 June 2010,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=611&result=3
IFSC Climbing Worldcup (B) - Vail (USA) 2010,4 June - 5 June 2010,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=611&result=7
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",17 June - 21 June 2010,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=612&result=3
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",17 June - 21 June 2010,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=612&result=7
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",17 June - 21 June 2010,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=612&result=2
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",17 June - 21 June 2010,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=612&result=6
IFSC Climbing Worldcup (B) - Eindhoven (NED) 2010,25 June - 26 June 2010,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=613&result=3
IFSC Climbing Worldcup (B) - Eindhoven (NED) 2010,25 June - 26 June 2010,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=613&result=7
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,3 July - 4 July 2010,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=614&result=3
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,3 July - 4 July 2010,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=614&result=7
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",12 July - 13 July 2010,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=615&result=1
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",12 July - 13 July 2010,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=615&result=5
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",12 July - 13 July 2010,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=615&result=2
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",12 July - 13 July 2010,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=615&result=6
IFSC Climbing Worldcup (S) - Daone (ITA) 2010,24 July - 25 July 2010,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=616&result=2
IFSC Climbing Worldcup (S) - Daone (ITA) 2010,24 July - 25 July 2010,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=616&result=6
IFSC Climbing Worldcup (B) - Munich (GER) 2010,30 July - 31 July 2010,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=617&result=3
IFSC Climbing Worldcup (B) - Munich (GER) 2010,30 July - 31 July 2010,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=617&result=7
"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",20 August - 21 August 2010,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=618&result=1
"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",20 August - 21 August 2010,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=618&result=5
"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",20 August - 21 August 2010,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=618&result=2
"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",20 August - 21 August 2010,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=618&result=6
"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR) 2010",28 August - 30 August 2010,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=619&result=1
"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR) 2010",28 August - 30 August 2010,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=619&result=5
"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR) 2010",28 August - 30 August 2010,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=619&result=2
"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR) 2010",28 August - 30 August 2010,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=619&result=6
IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,24 September - 25 September 2010,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=620&result=1
IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,24 September - 25 September 2010,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=620&result=5
"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",29 October - 30 October 2010,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=621&result=1
"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",29 October - 30 October 2010,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=621&result=5
"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",29 October - 30 October 2010,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=621&result=2
"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",29 October - 30 October 2010,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=621&result=6
IFSC Climbing Worldcup (L) - Kranj (SLO) 2010,13 November - 14 November 2010,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=622&result=1
