title,date,category,url
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",13 April - 14 April 2012,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=727&result=3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",13 April - 14 April 2012,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=727&result=7
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",13 April - 14 April 2012,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=727&result=2
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",13 April - 14 April 2012,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=727&result=6
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,21 April - 22 April 2012,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=728&result=3
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,21 April - 22 April 2012,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=728&result=7
IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,27 April - 28 April 2012,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=729&result=3
IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,27 April - 28 April 2012,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=729&result=7
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2012,18 May - 19 May 2012,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=730&result=3
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2012,18 May - 19 May 2012,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=730&result=7
IFSC Climbing Worldcup (B) - Vail (USA) 2012,1 June - 2 June 2012,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=731&result=3
IFSC Climbing Worldcup (B) - Vail (USA) 2012,1 June - 2 June 2012,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=731&result=7
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012",12 July - 13 July 2012,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=732&result=1
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012",12 July - 13 July 2012,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=732&result=5
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012",12 July - 13 July 2012,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=732&result=2
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012",12 July - 13 July 2012,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=732&result=6
IFSC Climbing Worldcup (L) - Briançon (FRA) 2012,20 July - 21 July 2012,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=733&result=1
