Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,KILIAN,FISCHHUBER,AUT,5t6 5b6,3t4 4b6,3t5 3b5,Hall_(AUT)_2008,18 April - 19 April 2008,Men
2,DMITRII,SHARAFUTDINOV,RUS,5t5 5b5,3t5 4b6,2t2 2b2,Hall_(AUT)_2008,18 April - 19 April 2008,Men
3,DANIEL,WOODS,USA,4t4 5b5,3t8 4b6,2t4 3b4,Hall_(AUT)_2008,18 April - 19 April 2008,Men
4,GUILLAUME,GLAIRON MONDET,FRA,4t5 4b4,3t4 4b5,2t7 3b7,Hall_(AUT)_2008,18 April - 19 April 2008,Men
5,JÉRÔME,MEYER,FRA,4t5 5b6,4t6 4b5,2t8 3b8,Hall_(AUT)_2008,18 April - 19 April 2008,Men
6,GABRIELE,MORONI,ITA,5t6 5b6,3t4 4b5,2t9 3b12,Hall_(AUT)_2008,18 April - 19 April 2008,Men
7,CHRISTIAN,CORE,ITA,4t5 4b5,3t8 4b7,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
8,RUSTAM,GELMANOV,RUS,4t4 4b4,2t2 4b5,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
9,LUDOVIC,LAURENCE,FRA,4t4 5b5,2t2 4b8,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
10,MATTHIAS,MÜLLER,SUI,5t10 5b10,2t4 4b6,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
11,MARTIN,STRANIK,CZE,5t11 5b9,2t4 4b6,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
12,TOMÁS,MRÁZEK,CZE,4t5 4b5,2t4 4b7,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
13,JORG,VERHOEVEN,NED,4t4 4b4,2t4 4b10,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
14,PIERRE,DUROCHE,FRA,4t4 4b4,2t4 3b4,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
15,MIKHAIL,CHERNIKOV,RUS,4t5 4b5,2t4 3b5,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
16,KEVIN,HEMUND,SUI,5t11 5b9,2t5 3b5,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
17,MARKUS,HOPPE,GER,4t4 4b4,2t7 3b7,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
18,MASATOSHI,SUGITA,JPN,4t4 4b4,1t1 3b3,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
19,GARETH,PARRY,GBR,5t11 5b10,1t1 2b4,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
20,ANDRE,BOROWKA,GER,4t5 4b5,1t1 1b1,,Hall_(AUT)_2008,18 April - 19 April 2008,Men
