Rank,Name,,Country,Qualification,Semi-Final,Final
1,TOMÁS,MRÁZEK,CZE,top,40-,47
2,JAKOB,SCHUBERT,AUT,top,39.5+,41-
3,SACHI,AMMA,JPN,top,39.5+,38-
4,PATXI,USOBIAGA LAKUNZA,ESP,29,38+,32-
5,MANUEL,ROMAIN,FRA,45-,37+,32-
6,MAGNUS,MIDTBOE,NOR,46,37-,30-
7,RAMÓN,JULIAN PUIGBLANQUE,ESP,41-,top,11
8,JORG,VERHOEVEN,NED,top,38-,10.5
9,FLAVIEN,GUERIMAND,FRA,46-,36-,
10,ROMAIN,DESGRANGES,FRA,top,33-,
11,FABIEN,DUGIT,FRA,45+,33-,
12,MICHAËL,FUSELIER,FRA,29-,31,
13,MIKHAIL,CHERNIKOV,RUS,29-,24,
14,HIDEKAZU,ITO,JPN,38-,22-,
15,MATEJ,SOVA,SLO,30-,17.8+,
16,MARIO,LECHNER,AUT,top,17.8,
17,FABIEN,COMINA,FRA,41-,17.8,
18,DIEGO MARTÍN,MARSELLA PRADO,ARG,29,17.8,
19,JAHA,KIM,KOR,28,17.8,
20,QINGHUA,WANG,CHN,27+,17.5,
21,JIACUO,SUOLANG,CHN,28,17.5-,
22,MATTHIAS,MÜLLER,SUI,30-,17-,
23,ALEKSEY,PEROV,KAZ,27+,11+,
24,HYUNBIN,MIN,KOR,35,6.5+,
25,XIANGYANG,YE,CHN,28+,6.5,
26,ALEXEY,MOLCHANOV,KAZ,27+,5.5+,
27,JINYU,PAN,CHN,27,,
28,HAIBIN,QU,CHN,25+,,
