Rank,Name,,Country,Qualification,Semi-Final,Final
1,KILIAN,FISCHHUBER,AUT,1t1 4b6,4t4 4b4,2t2 4b4
2,GABRIELE,MORONI,ITA,2t4 4b6,2t3 4b7,2t2 4b5
3,PAUL,ROBINSON,USA,2t3 4b5,1t1 3b3,1t1 4b5
4,GÉROME,POUVREAU,FRA,1t1 3b5,1t1 3b3,1t1 4b5
5,DANIEL,WOODS,USA,1t3 4b7,1t1 3b3,1t2 4b6
6,TYLER,LANDMAN,GBR,1t1 4b6,1t1 4b6,0t 3b5
7,REMO,SOMMER,SUI,0t 3b5,1t1 3b3,
8,CHRIS,SHARMA,USA,1t1 4b4,1t1 3b4,
9,DAVID,LAMA,AUT,0t 3b3,1t1 3b6,
10,SEAN,MCCOLL,CAN,0t 4b4,1t1 2b2,
11,MARTIN,STRANIK,CZE,0t 3b9,1t1 2b6,
12,MICHELE,CAMINATI,ITA,1t1 2b2,1t2 3b3,
13,JÉRÔME,MEYER,FRA,1t2 4b5,1t2 3b5,
14,CHRISTIAN,CORE,ITA,0t 3b9,1t2 3b15,
15,WOUTER,JONGENEELEN,NED,1t3 2b3,1t2 2b3,
16,CARLO,TRAVERSI,USA,0t 4b7,1t3 3b4,
17,PIERRE,DUROCHE,FRA,0t 3b9,1t3 3b5,
18,KYLE,OWEN,USA,0t 3b6,1t3 2b2,
19,MARK,HOBSON,USA,0t 4b14,1t4 2b4,
20,JULIEN,MERAL,FRA,0t 3b7,0t 3b5,
21,JONAS,BAUMANN,GER,1t2 3b5,0t 3b7,
22,KEITA,MOGAKI,JPN,0t 3b5,0t 2b4,
23,LUCAS,PRETI,ITA,0t 3b16,,
24,JAMIE,CHONG,CAN,0t 2b2,,
24,MATTHIAS,MÜLLER,SUI,0t 2b2,,
26,STÉPHAN,JULIEN,FRA,0t 2b3,,
26,LUDOVIC,LAURENCE,FRA,0t 2b3,,
28,MATT,BOSLEY,USA,0t 2b4,,
28,NALLE,HUKKATAIVAL,FIN,0t 2b4,,
30,GUILLAUME,GLAIRON MONDET,FRA,0t 2b5,,
31,DAN,ARCHAMBAULT,CAN,0t 2b6,,
31,RY,MORRISON,CRC,0t 2b6,,
33,GRADY,BAGWELL,USA,0t 2b7,,
33,JOE,CZERWINSKI,USA,0t 2b7,,
35,EDUARDO,CARVALHO,BRA,0t 2b10,,
36,DUSTIN,CURTIS,CAN,0t 1b1,,
36,MARSHAL,GERMAN,CAN,0t 1b1,,
36,MAURICIO,HUERTA,MEX,0t 1b1,,
36,MINKO,NIKOLOV,BUL,0t 1b1,,
36,RYAN,OLSON,USA,0t 1b1,,
36,GARETH,PARRY,GBR,0t 1b1,,
36,SIMON,PARTON,CAN,0t 1b1,,
43,DAVID,BARRANS,GBR,0t 1b2,,
43,TYLER,HAACK,USA,0t 1b2,,
45,JOHN,BOWLES,CAN,0t 1b3,,
46,TOSHIAKI,TAKEUCHI,JPN,0t 1b4,,
47,KEVIN,HEMUND,SUI,0t 1b5,,
48,PETER,WÜRTH,GER,0t 1b6,,
49,TERRY,PAHOLEK,CAN,0t 1b7,,
