Rank,Name,,Country,Qualification,Semi-Final,Final
1,PATXI,USOBIAGA LAKUNZA,ESP,top,29-,32-
2,JORG,VERHOEVEN,NED,25-,29-,31+
3,TOMÁS,MRÁZEK,CZE,26-,29-,31
4,SACHI,AMMA,JPN,24-,28+,31
5,RAMÓN,JULIAN PUIGBLANQUE,ESP,top,28,29-
6,ROMAIN,DESGRANGES,FRA,26+,28+,28+
7,SEAN,MCCOLL,CAN,24-,28+,28-
8,VALERIY,KRYUKOV,UKR,24-,29+,20-
9,CÉDRIC,LACHAT,SUI,17-,28-,
10,FABIEN,DUGIT,FRA,26,27-,
10,MAGNUS,MIDTBOE,NOR,top,27-,
12,MAGNUS,HÖGSTRÖM,SWE,16-,26-,
12,KAZUMA,WATANABE,JPN,21,26-,
14,THOMAS,BALLET,FRA,24-,24-,
15,FABIEN,COMINA,FRA,24-,21,
16,AURÉLIEN,CULVER,FRA,17-,21-,
17,KLEMEN,BECAN,SLO,16-,20-,
17,REMO,SOMMER,SUI,16-,20-,
19,MARTIN,JAGGI,SUI,16-,19.5,
20,STEFAN,DANKER,GER,16-,19.5-,
21,CASPER,TEN SIJTHOFF,NED,18-,19-,
22,IVAN,KAUROV,RUS,23,18-,
23,GABRIEL,JOSSERON,FRA,24-,13,
23,MARCO ANTONIO,JUBES ANGARITA,ESP,17-,13,
23,SERGEY,TERENTYEV,RUS,24-,13,
26,THOMAS,SCHMID,SUI,17-,13-,
27,DANIEL,WINKLER,SUI,23-,6,
28,HIDEKAZU,ITO,JPN,22,,
29,PABLO,BARBERO ALFONSO,ESP,22-,,
29,FELIPE,CAMARGO,BRA,15+,,
29,FLAVIEN,GUERIMAND,FRA,15+,,
29,KEVIN,HEMUND,SUI,22-,,
29,DIEGO MARTÍN,MARSELLA PRADO,ARG,22-,,
29,GABOR,SZEKELY,HUN,15+,,
29,TIMO,TAK,NED,22-,,
36,MICHAËL,FUSELIER,FRA,15,,
36,FELIX,NEUMÄRKER,GER,15,,
36,JAKOB,SCHUBERT,AUT,15,,
36,THOMAS,TAUPORN,GER,15,,
40,ERIC,LOPEZ MATEOS,ESP,21,,
41,JURE,BECAN,SLO,20-,,
42,MANUEL,ROMAIN,FRA,19,,
43,FLORENT,BREYSSE,FRA,18,,
43,ERIK,CARLSSON,SWE,15-,,
45,BENJAMIN,BLASER,SUI,14+,,
45,ROMAIN,BUSETTA,FRA,14-,,
45,ALAN,CASSIDY,GBR,14-,,
48,DAISUKE,KONISHI,JPN,13-,,
49,JÉRÔME,DE BOECK,BEL,11-,,
49,MIKHAIL,GOGOL,RUS,12,,
51,JAHA,KIM,KOR,10,,
51,MATTHIAS,RUH,SUI,10-,,
53,DREW,HAIGH,GBR,9,,
53,EMMANUEL,LOPEZ,FRA,8+,,
55,THEODOROS,KONSTANTAKOPOULOS,GRE,9-,,
55,JÜRGEN,REIS,AUT,2,,
57,MATHIEU,BOUYOUD,FRA,8,,
