Rank,Name,,Country,Qualification,Semi-Final,Final
1,JOHANNA,ERNST,AUT,top,top,top
2,MAJA,STREMFELJ,SLO,top,39+,43-
3,AKIYO,NOGUCHI,JPN,top,31-,36+
4,CAROLINE,CIAVALDINI,FRA,top,31-,35-
5,NATALIJA,GROS,SLO,top,31,30-
6,CHARLOTTE,DURIF,FRA,top,31-,30-
7,YANA,CHERESHNEVA,RUS,top,32-,25-
8,MINA,MARKOVIC,SLO,top,31-,25-
9,JULIANE,WURM,GER,29+,31-,
10,OLGA,SHALAGINA,UKR,top,30+,
11,KATHARINA,SAURWEIN,AUT,top,28-,
12,KINGA,OCIEPKA,POL,28-,27,
13,EVGENIIA,MALAMID,RUS,top,27-,
14,FLORENCE,PINET,FRA,26,26.5-,
15,HANNAH,MIDTBOE,NOR,27,24,
16,ALEXANDRA,EYER,SUI,top,24-,
16,JAIN,KIM,KOR,top,24-,
18,NIKKI,VAN BERGEN,NED,26-,24-,
19,IRATI,ANDA VILLANUEVA,ESP,25-,24-,
20,CHRISTINE,SCHRANZ,AUT,top,23+,
21,ASJA,GOSAR,SLO,28+,23+,
22,MELISSA,LE NEVE,FRA,26+,23+,
23,VERA,ZIJLSTRA,NED,28-,23,
24,LINN KARIN,STENDAL,NOR,27,22-,
25,LEJA,KOS,SLO,23-,22-,
26,JULIA,MIROSHNICHENKO,RUS,27-,17,
27,FRANCIS,RODRIGUEZ,VEN,21-,,
28,AGATA,MODRZEJEWSKA,POL,18-,,
29,PATRICIJA,LEVSTEK,SLO,17,,
30,OLENA,OSTAPENKO,UKR,16-,,
31,SPASINA,NEDYALKOVA,BUL,15,,
32,SARAH,MATTHEWS,AUS,13,,
33,OLGA,MEDVEDIEVA,UKR,12,,
34,MARIJA,MILOSAVLJEVIC,SRB,11,,
35,ANAMARIA,BOGACIU,ROU,1+,,
