Rank,Name,,Country,Qualification,Semi-Final,Final
1,MAJA,STREMFELJ,SLO,top,38+,52+
2,MINA,MARKOVIC,SLO,top,37-,52+
3,JOHANNA,ERNST,AUT,top,top,52
4,CAROLINE,CIAVALDINI,FRA,top,39-,52
5,AKIYO,NOGUCHI,JPN,top,37-,50+
6,OLGA,SHALAGINA,UKR,46,38,49-
7,IRATI,ANDA VILLANUEVA,ESP,top,37-,37-
8,JAIN,KIM,KOR,top,37-,28
9,CHLOÉ,GRAFTIAUX,BEL,46+,37-,
10,NATALIJA,GROS,SLO,top,36+,
10,BETTINA,SCHÖPF,AUT,top,36+,
12,MURIEL,SARKANY,BEL,top,36,
13,YANA,CHERESHNEVA,RUS,top,35,
14,ALEXANDRA,EYER,SUI,top,34-,
15,BARBARA,BACHER,AUT,47-,33,
16,FLORENCE,PINET,FRA,42+,33-,
17,VERA,ZIJLSTRA,NED,34,33-,
18,ALIX,GRAFTIAUX,BEL,33,26+,
19,CHARLOTTE,DURIF,FRA,top,20,
20,SEURAN,HAN,KOR,46,20,
21,MARINE,THÉVENET,FRA,43+,20,
22,MATHILDE,COUCHOT,FRA,42,20-,
23,JENNY,LAVARDA,ITA,40,20-,
24,LINN KARIN,STENDAL,NOR,34-,20-,
24,JULIANE,WURM,GER,34-,20-,
26,CHRISTINE,SCHRANZ,AUT,top,14-,
27,ANDREA,CARTAS BARRERA,ESP,33-,,
28,FRANCIS,RODRIGUEZ,VEN,25,,
28,WOON-SEON,SHIN,KOR,25,,
30,ANOUK,PIOLA,SUI,24+,,
31,ANNA,MIKUSHKINA,RUS,24-,,
31,AKI,TANAKA,JPN,24-,,
33,OLGA,MOROZKINA,RUS,23.5,,
34,JANINE,CARDOSO,BRA,22-,,
