Rank,Name,,Country,Qualification,Semi-Final,Final
1,KLEMEN,BECAN,SLO,top,31,29
2,JORG,VERHOEVEN,NED,top,32-,29-
3,PATXI,USOBIAGA LAKUNZA,ESP,top,33-,26-
4,TOMÁS,MRÁZEK,CZE,top,36-,25-
5,JAKOB,SCHUBERT,AUT,top,34,25-
6,CÉDRIC,LACHAT,SUI,top,31-,24.5
7,FLAVIEN,GUERIMAND,FRA,34,31,15-
8,SACHI,AMMA,JPN,top,31-,15-
9,JAN,HOJER,GER,34-,30-,
10,SYLVAIN,MILLET,FRA,40-,29-,
11,ROMAIN,DESGRANGES,FRA,34,28-,
12,AURÉLIEN,CULVER,FRA,34-,26,
13,FABIEN,COMINA,FRA,top,26-,
14,MAGNUS,MIDTBOE,NOR,40+,26-,
15,RAMÓN,JULIAN PUIGBLANQUE,ESP,40-,26-,
16,ALEXANDER,KALINA,RUS,38-,26-,
17,THOMAS,BALLET,FRA,33-,26-,
18,FABIEN,DUGIT,FRA,34+,25+,
19,IVAN,KAUROV,RUS,34,25+,
20,ALEXANDER,SHOPRIN,RUS,35-,22-,
21,REMY,BERGASSE,FRA,34-,22-,
22,MANUEL,ROMAIN,FRA,40-,21.5+,
23,EVGENII,ZAZULIN,RUS,34-,21.5,
24,JURE,BECAN,SLO,32-,21.5,
25,HYUNBIN,MIN,KOR,33-,16,
26,MATEJ,SOVA,SLO,34-,8-,
27,MIKHAIL,KOCHETKOV,RUS,30-,,
28,ANZE,STREMFELJ,SLO,29-,,
29,IVAYLO,KRASTEV,BUL,28-,,
30,MARIO,LECHNER,AUT,27+,,
30,ARMAN,TER-MINASYAN,RUS,27+,,
30,IZIDOR,ZUPAN,SLO,27+,,
33,JÉRÔME,DE BOECK,BEL,26,,
34,PIOTR,BUNSCH,POL,26-,,
34,FELIPE,CAMARGO,BRA,26-,,
34,BLAGOVEST,LAZAROV,BUL,26-,,
37,NICKY,DE LEEUW,NED,24,,
38,URBAN,PRIMOZIC,SLO,24-,,
39,JON,CARDWELL,USA,23+,,
39,MIKHAIL,CHERNIKOV,RUS,23+,,
39,THOMAS,TAUPORN,GER,23+,,
42,CHRISTIAN,FEISTMANTL,AUT,23,,
42,KIRILL,SEMENOV,RUS,23,,
42,HIROKI,TSUNODA,JPN,23,,
45,MAGNUS,HÖGSTRÖM,SWE,23-,,
45,VALERIY,KRYUKOV,UKR,23-,,
45,DIEGO MARTÍN,MARSELLA PRADO,ARG,23-,,
45,TIMO,TAK,NED,23-,,
45,CASPER,TEN SIJTHOFF,NED,23-,,
50,ERIK,CARLSSON,SWE,22.5+,,
50,JÜRGEN,REIS,AUT,22.5+,,
52,RYAN,RODEN,USA,22.5,,
52,MARCIN,WSZOLEK,POL,22.5,,
54,OLEKSANDR,ZILINSKIY,UKR,22,,
55,MATHIAS,CONRAD,GER,22-,,
55,BLAZ,RANT,SLO,22-,,
55,MIHA,SKOF,SLO,22-,,
58,GABOR,SZEKELY,HUN,21,,
59,EIRIK BIRKELUND,OLSEN,NOR,21-,,
59,LUKA,PERUNOVIC,SRB,21-,,
61,VITALII,LAGUTIN,UKR,20,,
61,KRISTOFFER KVAMME,THORBJOERNSEN,NOR,20,,
63,DIEGO LUIS,GONZÁLEZ,MEX,17-,,
64,SILVIU,CORCIOVEI,ROU,16,,
65,LEUSCA,RAIMOND,ROU,16-,,
66,CATALIN,PETRESCU,ROU,15,,
