Rank,Name,,Country,Qualification,Semi-Final,Final
1,RUSTAM,GELMANOV,RUS,4t4 4b4,4t5 4b4,4t5 4b4
2,KILIAN,FISCHHUBER,AUT,3t4 5b7,4t4 4b4,3t3 3b3
3,STANISLAV,KLESHNOV,UKR,3t5 4b8,3t5 4b5,2t2 4b4
4,DMITRII,SHARAFUTDINOV,RUS,4t5 5b5,4t9 4b8,2t2 3b5
5,JONAS,BAUMANN,GER,3t3 3b3,3t3 4b4,1t1 3b3
6,KLEMEN,BECAN,SLO,2t2 4b4,3t5 4b4,1t2 3b6
7,LOÏC,GAIDIOZ,FRA,2t3 3b4,2t2 3b3,
8,VASILY,KOZLOV,RUS,1t1 2b2,2t3 4b6,
9,TSUKURU,HORI,JPN,4t5 5b6,2t3 3b4,
10,GABRIELE,MORONI,ITA,3t4 5b10,2t3 3b4,
11,ANTOINE,VANDEPUTTE,FRA,2t4 2b4,2t4 3b4,
12,ALEKSEY,RUBTSOV,RUS,4t5 4b5,2t4 3b5,
13,MIKHAIL,CHERNIKOV,RUS,3t4 4b6,2t5 3b7,
14,LUCAS,PRETI,ITA,3t3 4b6,2t8 3b6,
15,VICTOR,KOZLOV,RUS,3t6 5b10,1t1 3b4,
16,BENOIT,HEINTZ,FRA,2t3 4b5,1t1 2b2,
17,ALEXANDR,NIKOLAEV,RUS,1t1 2b2,1t1 2b2,
18,KONSTANTIN,SAVELYEV,RUS,1t1 2b2,1t2 3b3,
19,ALEXANDER,KALINA,RUS,1t1 4b10,1t2 3b8,
20,MYKHAYLO,SHALAGIN,UKR,4t7 4b7,1t2 2b4,
21,MANUEL,ESCOBAR,VEN,2t3 3b5,1t4 3b6,
22,LUDOVIC,LAURENCE,FRA,1t1 2b3,,
23,IVAN,KAUROV,RUS,1t1 2b4,,
24,KIRILL,DYAKONOV,RUS,1t1 2b5,,
25,WOUTER,JONGENEELEN,NED,1t1 1b1,,
25,ZUFAR,NIGMANOV,RUS,1t1 1b1,,
25,FERDINAND,SCHULTE,NED,1t1 1b1,,
28,ROLANDS,RUGENS,LAT,1t2 3b5,,
29,SERGEI,SHAFEROV,BLR,1t2 3b6,,
30,PETER,WÜRTH,GER,1t2 3b12,,
31,JESSE,VAN DER WERF,NED,1t3 2b4,,
32,ARTYOM,DEVYATERIKOV,KAZ,1t3 2b5,,
33,ANDREI,NIKIFARAVETS,BLR,1t3 1b1,,
34,PAVEL,ISAEV,RUS,1t3 1b3,,
35,JANIS,PRIZAVOITS,LAT,1t4 1b3,,
36,STANISLAV,POPLAVSKIY,RUS,1t4 1b4,,
37,YURY,NOVITSKIY,RUS,1t7 2b8,,
38,VLADIMIR,MUSICH,RUS,0t 2b2,,
39,ARIC,MERZ,GER,0t 2b4,,
40,ROK,KLANCNIK,SLO,0t 2b5,,
41,RONGWU,CAO,CHN,0t 1b1,,
41,ANDREY,KLIZUBOV,RUS,0t 1b1,,
41,YAROSLAV,POPKOV,RUS,0t 1b1,,
41,ANTON,PRYSTOMAU,BLR,0t 1b1,,
41,DMITRY,STEPANOV,RUS,0t 1b1,,
41,NING,ZHANG,CHN,0t 1b1,,
47,EVGENY,BASHKIRTSEV,RUS,0t 1b2,,
48,ALEXANDER,KHOPKO,RUS,0t 1b5,,
48,YAROSLAV,SHAFRANSKYI,UKR,0t 1b5,,
50,DMITRY,SARAPAEV,RUS,0t 1b8,,
