Rank,Name,,Country,Qualification,Semi-Final,Final
1,ALEX,JOHNSON,USA,1t1 4b6,2t2 4b4,2t5 4b7
2,KATHARINA,SAURWEIN,AUT,0t 3b5,3t4 3b4,2t7 4b8
3,ANNA,STÖHR,AUT,1t1 3b6,3t3 4b5,2t7 4b10
4,TIFFANY,HENSLEY,USA,0t 4b6,2t2 3b3,1t2 4b8
5,VERA,ZIJLSTRA,NED,1t2 2b3,2t2 3b4,0t 3b6
6,ALEX,PUCCIO,USA,1t2 4b6,3t3 3b3,0t 2b2
7,NATALIJA,GROS,SLO,0t 4b8,2t2 3b4,
8,CHLOÉ,GRAFTIAUX,BEL,1t1 4b9,2t3 4b6,
9,LISA,RANDS,USA,0t 3b3,1t1 4b7,
10,SILVIE,RAJFOVA,CZE,0t 3b6,1t1 3b3,
11,KATJA,VIDMAR,SLO,0t 4b5,1t1 3b5,
12,MAUD,ANSADE,FRA,0t 3b7,1t1 3b5,
13,THIRZA,CARPENTER,CAN,0t 3b4,1t1 2b2,
14,ELIZABETH,ASHER,USA,0t 4b7,1t2 4b11,
15,CECILE,AVEZOU,FRA,0t 3b3,1t2 3b4,
16,VICTORIA,WELDON,CAN,0t 3b6,1t2 3b7,
17,CHARLOTTE,JOUETT-BOSLEY,USA,1t2 2b3,1t2 2b2,
18,ANGELICA,LIND,SWE,0t 3b4,1t3 3b6,
19,ANNE-LAURE,CHEVRIER,FRA,1t1 4b8,1t3 2b7,
20,ERIN,FORD-ZIELENIEWSKI,CAN,0t 3b7,1t4 1b4,
21,KATE,MCGINNIS,USA,0t 3b9,,
22,ANGELA,PAYNE,USA,0t 3b11,,
23,BARBARA,BACHER,AUT,0t 2b2,,
23,BONNIE,DE BRUIJN,CAN,0t 2b2,,
23,SHEENA,OSBORNE,CAN,0t 2b2,,
23,KASIA,PIETRAS,USA,0t 2b2,,
23,HOLLY,REID,CAN,0t 2b2,,
28,ALYRENE,DOREY,USA,0t 2b8,,
29,SARAH,AUSTIN,CAN,0t 1b1,,
29,KERRY,BRIGGS,CAN,0t 1b1,,
29,AUDREY,GAWRYCH,USA,0t 1b1,,
29,NICOLA,HESSELS,CAN,0t 1b1,,
29,CLARRIE,LAM,CAN,0t 1b1,,
29,PORTIA,MENLOVE,USA,0t 1b1,,
29,DIANE,MERRICK,GBR,0t 1b1,,
29,DAILA,OJEDA SANCHEZ,ESP,0t 1b1,,
