Rank,Name,,Country,Qualification,Semi-Final,Final
1,JORG,VERHOEVEN,NED,top,34-,42-
2,SACHI,AMMA,JPN,top,top,37
3,KLEMEN,BECAN,SLO,40,39-,35
4,DAVID,LAMA,AUT,top,39-,34.5+
4,TOMÁS,MRÁZEK,CZE,top,39-,34.5+
6,RAMÓN,JULIAN PUIGBLANQUE,ESP,top,top,34.5
7,MAGNUS,MIDTBOE,NOR,top,34-,34.5
8,JAKOB,SCHUBERT,AUT,top,38+,24-
9,MANUEL,ROMAIN,FRA,top,33.5,
10,THOMAS,BALLET,FRA,top,33,
10,FABIEN,COMINA,FRA,top,33,
10,SEAN,MCCOLL,CAN,37-,33,
13,PATXI,USOBIAGA LAKUNZA,ESP,top,31,
14,ROMAIN,DESGRANGES,FRA,38-,30,
15,ALEXANDER,KALINA,RUS,40+,29,
16,SANGWON,SON,KOR,41-,26,
17,MICHAËL,FUSELIER,FRA,top,25,
18,ERIC,LOPEZ MATEOS,ESP,37-,24.5,
19,HYUNBIN,MIN,KOR,top,24.5-,
20,FLAVIEN,GUERIMAND,FRA,top,24-,
20,CÉDRIC,LACHAT,SUI,top,24-,
22,PABLO,BARBERO ALFONSO,ESP,36,23+,
23,AURÉLIEN,CULVER,FRA,36,22-,
23,GABRIEL,JOSSERON,FRA,37-,22-,
23,VALERIY,KRYUKOV,UKR,36,22-,
23,KAZUMA,WATANABE,JPN,38-,22-,
27,JAHA,KIM,KOR,top,21+,
28,GABOR,SZEKELY,HUN,40+,21,
29,MIKHAIL,CHERNIKOV,RUS,36+,,
29,THOMAS,TAUPORN,GER,36+,,
31,REMY,BERGASSE,FRA,35+,,
31,FABRICE,LANDRY,FRA,35-,,
33,MATHIEU,BOUYOUD,FRA,34,,
33,FLORENT,BREYSSE,FRA,35,,
33,FELIPE,CAMARGO,BRA,34,,
33,NICOLA,DE MATTIA,ITA,34,,
33,FABIEN,DUGIT,FRA,34,,
33,MAGNUS,HÖGSTRÖM,SWE,35,,
33,IVAN,KAUROV,RUS,35,,
33,ROMAN,VAN DER WERF,NED,34,,
41,MIKHAIL,GOGOL,RUS,35-,,
41,HIDEKAZU,ITO,JPN,35-,,
41,QUENTIN,MANZATO,FRA,35-,,
41,FELIX,NEUMÄRKER,GER,35-,,
41,JÜRGEN,REIS,AUT,35-,,
46,MATEJ,SOVA,SLO,30-,,
46,CASPER,TEN SIJTHOFF,NED,30-,,
48,VINCENT,DE GIROLAMO,FRA,29-,,
49,KEVIN,AGLAE,FRA,34+,,
49,STEFAN,DANKER,GER,28,,
49,TOMASZ,OLEKSY,POL,28,,
49,ROMAIN,PAGNOUX,FRA,28,,
53,EMMANUEL,LOPEZ,FRA,34,,
54,MARCO ANTONIO,JUBES ANGARITA,ESP,33,,
54,EIRIK BIRKELUND,OLSEN,NOR,33,,
56,BRIAN,KIM,USA,28-,,
57,MARK,AMANN,AUT,27-,,
57,ADRIAN,BAXTER,GBR,27-,,
57,ERIK,CARLSSON,SWE,33-,,
57,VALDO,CHILESE,ITA,27-,,
57,JACOPO,LARCHER,ITA,27-,,
62,JURE,BECAN,SLO,32,,
63,MARTIN,JAGGI,SUI,31+,,
64,ANZE,STREMFELJ,SLO,31-,,
65,IGOR,GUSAK,UKR,30-,,
65,MIKHAIL,KOCHETKOV,RUS,26,,
65,DAISUKE,KONISHI,JPN,26,,
68,DIEGO MARTÍN,MARSELLA PRADO,ARG,29-,,
69,JJ,MAH,CAN,25,,
69,ARMAN,TER-MINASYAN,RUS,28,,
71,PIOTR,BUNSCH,POL,28-,,
71,MANUEL,CORETTI,ITA,28-,,
71,KRISTOFFER KVAMME,THORBJOERNSEN,NOR,19-,,
74,JINYU,PAN,CHN,18+,,
75,MARSHAL,GERMAN,CAN,22-,,
75,ALEXANDER,TUZHILKIN,RUS,17+,,
77,NICKY,DE LEEUW,NED,17-,,
77,TOMAS MIDTUN,TOBIASSEN,NOR,15-,,
79,IMRE,SEDEVI,ROU,10-,,
