Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
40,NAO,MONCHOIS,FRA,35   36. | 21   39. [37.99],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
41,ELAN,JONASMCRAE,CAN,31+  41. | 24+  34. [38.74],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
41,MATTHIAS,SCHIESTL,AUT,31+  41. | 24+  34. [38.74],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
43,STEFANO,CARNATI,ITA,34+  39. | 21+  38. [38.74],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
44,STEPHANE,HANSSENS,BEL,29   58. | 25+  19. [38.79],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
45,ADRIEN,TRIBOUT,FRA,27+  62. | 25+  19. [39.76],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
46,FRANCESCO,BOSCO,ITA,38   29. | 18+  60. [42.42],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
47,NATHAN,MICHEL,FRA,31+  41. | 20+  40. [44.00],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
48,BENISAAC,TRESCO,USA,30   54. | 23+  37. [44.91],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
49,MARTIN,TEKLES,GER,36+  31. | 13+  74. [48.06],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
50,RUBEN,FIRNENBURG,GER,30   54. | 20+  40. [49.25],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
51,ANATOLE,BOSIO,FRA,34+  39. | 18   63. [50.28],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
52,TANGUY,TOPIN,FRA,30+  48. | 20   50. [50.50],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
53,OBED,HARDMEIER,SUI,29   58. | 20+  40. [51.24],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
53,CAMPBELL,HARRISON,AUS,29   58. | 20+  40. [51.24],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
55,NICOLAS,COLLIN,BEL,35+  34. | 13   76. [51.37],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
56,ANDRÉ,NERES,POR,30+  48. | 19+  52. [52.22],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
57,DIMITRI,VOGT,SUI,30+  48. | 19   57. [54.12],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
58,THOMAS,BALLET,FRA,31   47. | 18   63. [54.85],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
59,ALBERTO,GOTTA,ITA,19+  67. | 20+  40. [55.01],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
60,MANUEL,CORNU,FRA,29+  56. | 19+  52. [55.24],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
61,NATHAN,CLAIR,FRA,19   70. | 20+  40. [55.81],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
62,YANNICK,FLOHÉ,GER,29+  56. | 19   57. [57.25],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
63,KEVIN,HUSER,SUI,30+  48. | 17+  66. [58.17],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
64,FREDRIK,SERLACHIUS,SWE,25   64. | 19+  52. [58.79],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
65,SÉBASTIEN,BERTHE,BEL,28+  61. | 19   57. [59.48],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
66,SEUNGWOON,CHO,KOR,16   78. | 20   50. [62.96],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
67,MARTIN,JECH,CZE,19+  67. | 18+  60. [64.40],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
68,JOHANNES,HELD,AUT,25+  63. | 17   69. [65.93],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
69,LEO,AVEZOU,FRA,18+  71. | 18+  60. [66.73],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
70,LEO KETIL,BØE,NOR,19+  67. | 17+  66. [67.50],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
71,IÑAKI,ARANTZAMENDI IRUETA,ESP,22+  65. | 15+  71. [68.41],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
72,ROLF -MARTIN,BJØRNGAARD,NOR,21   66. | 15+  71. [68.93],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
73,ÀLEX,HERNÁNDEZ CASTILLA,ESP,18+  71. | 16   70. [71.48],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
74,NATHAN,SMITH,CAN,16+  77. | 17+  66. [71.83],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
75,TOMAS,BINTER,CZE,18+  71. | 15+  71. [72.50],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
76,MATTHEW,WELLINGTON,CAN,18+  71. | 13+  74. [73.75],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
77,MARTIN,KUHNEL,USA,18+  71. | 13   76. [74.73],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
78,JAKUB,DVORAK,CZE,17   76. | 5+  80. [77.97],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
79,RAHUL,SAPRA,CAN,16   78. | 6+  79. [78.75],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
80,OLIVER,MARX,RSA,15+  80. | 7   78. [78.99],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
1,JANJA,GARNBRET,SLO,top  1. | 53   1. [1.00],36+,top,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
2,ANAK,VERHOEVEN,BEL,43+  2. | 52+  2. [2.24],33+,top,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
3,JAIN,KIM,KOR,43+  2. | 47   3. [2.74],35+,48+,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
4,MAGDALENA,RÖCK,AUT,28+  11. | 43   5. [7.75],34+,43+,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
5,YUKA,KOBAYASHI,JPN,32+  8. | 28+  9. [9.38],30+,33+,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
6,MINA,MARKOVIC,SLO,26+  16. | 24+  16. [17.66],30+,33+,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
7,ANNE-SOPHIE,KOLLER,SUI,24   29. | 32+  7. [14.37],30+,27+,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
8,CHARLOTTE,DURIF,FRA,30   10. | 23+  18. [14.66],30+,21+,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
9,HANNAH,SCHUBERT,AUT,26+  16. | 24   17. [18.21],30+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
10,MATHILDE,BECERRA,FRA,10   44. | 45+  4. [13.27],30,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
11,JULIA,CHANOURDIE,FRA,26+  16. | 28+  9. [14.65],30,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
12,CHRISTINE,SCHRANZ,AUT,28+  11. | 28+  9. [11.49],27,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
13,SOLÈNE,AMOROS,FRA,24+  25. | 23+  18. [23.87],21+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
14,HÉLÈNE,JANICOT,FRA,34+  6. | 32   8. [6.93],16+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
15,JESSICA,PILZ,AUT,38+  5. | 23+  18. [10.37],16,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
16,DINARA,FAKHRITDINOVA,RUS,26+  16. | 27+  14. [16.52],16,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
17,KATHARINA,POSCH,AUT,28+  11. | 28+  9. [11.49],15+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
18,ASJA,GOLLO,ITA,30+  9. | 21+  29. [16.70],14+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
19,DELANEY,MILLER,USA,34   7. | 28+  9. [8.77],14,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
20,IEVGENIIA,KAZBEKOVA,UKR,27+  14. | 22+  26. [19.44],12+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
21,BARBARA,BACHER,AUT,23+  31. | 23+  18. [26.64],12+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
22,REBEKA,KAMIN,SLO,27   15. | 18+  36. [24.34],10+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
23,JULIA,FISER,AUT,26+  16. | 21+  29. [24.59],10+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
24,SALOMÉ,ROMAIN,FRA,39   4. | 23+  18. [9.27],9+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
25,RISA,OTA,JPN,26+  16. | 34+  6. [10.82],9+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
26,MEI,KOTAKE,JPN,26+  16. | 27   15. [17.10],9+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
27,GABRIELA,VRABLIKOVA,CZE,23+  31. | 23+  18. [26.64],6+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
28,ELENA,KRASOVSKAIA,RUS,24+  25. | 22+  26. [26.75],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
29,CLAUDIA,GHISOLFI,ITA,26+  16. | 18+  36. [27.75],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
30,LENKA,SLEZAKOVA,CZE,22+  36. | 23+  18. [28.01],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
31,SILVIA,CASSOL,ITA,20+  38. | 23+  18. [28.58],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
32,NOLWENN,ARC,FRA,24+  25. | 21   34. [30.24],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
33,REBECCA,FRANGOS,CAN,26   24. | 18+  36. [30.79],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
34,NOLWEN,BERTHIER,FRA,23+  31. | 21+  29. [31.98],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
35,MINSEON,KIM,KOR,24+  25. | 18+  36. [32.35],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
36,KARINA,MIROSLAW,POL,22+  36. | 21+  29. [33.64],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
37,LISA,DE MARTINI,ITA,9+  45. | 22+  26. [34.86],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
38,JENNY,LAVARDA,ITA,23+  31. | 18+  36. [36.10],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
38,ILARIA,SCOLARIS,ITA,23+  31. | 18+  36. [36.10],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
40,HANNARAI,SONG,KOR,17+  39. | 21   34. [36.68],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
41,NATALIE,BERRY,GBR,24   29. | 1   47. [37.24],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
42,SEURAN,HAN,KOR,4+  47. | 21+  29. [38.17],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
43,CELINE,CUYPERS,BEL,16+  40. | 18+  36. [39.75],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
44,KATHERINE,CHOONG,SUI,14   41. | 18+  36. [40.49],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
45,ANNIE,CHOUINARD,CAN,14   41. | 10+  45. [43.21],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
46,LUCINDA ANN,TURNBULL,AUS,13+  43. | 15   44. [43.50],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
47,MURIEL,RUÍZ DE LARRAMENDI ARANGOA,ESP,5   46. | 10   46. [46.00],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Women
1,SEAN,MCCOLL,CAN,top  1. | 23   29. [12.35],34+,28+,Villars_(SUI)_2016,15 July - 16 July 2016,Men
2,KEIICHIRO,KORENAGA,JPN,41+  10. | 40   3. [5.74],39,25+,Villars_(SUI)_2016,15 July - 16 July 2016,Men
3,THOMAS,JOANNES,FRA,top  1. | 19+  45. [15.49],29+,25+,Villars_(SUI)_2016,15 July - 16 July 2016,Men
4,SEAN,BAILEY,USA,top  1. | 31   5. [5.00],28+,24+,Villars_(SUI)_2016,15 July - 16 July 2016,Men
5,URBAN,PRIMOZIC,SLO,37+  18. | 23+  16. [22.49],28,22,Villars_(SUI)_2016,15 July - 16 July 2016,Men
6,JAKOB,SCHUBERT,AUT,top  1. | 28+  6. [5.70],29+,19,Villars_(SUI)_2016,15 July - 16 July 2016,Men
7,MASAHIRO,HIGUCHI,JPN,39   14. | 23+  16. [17.55],29,19,Villars_(SUI)_2016,15 July - 16 July 2016,Men
8,KOKORO,FUJII,JPN,37+  18. | 27+  8. [15.17],28,17,Villars_(SUI)_2016,15 July - 16 July 2016,Men
9,STEFANO,GHISOLFI,ITA,top  1. | 35+  4. [4.47],27+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
10,NAOKI,SHIMATANI,JPN,top  1. | 23+  16. [10.49],27+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
11,CHARLI,BLEIN,FRA,33+  32. | 27+  8. [18.03],27+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
12,NATHAN,MICHEL,FRA,33+  32. | 24   13. [21.33],27+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
13,DOMEN,SKOFIC,SLO,top  1. | 40+  1. [2.74],25+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
13,GAUTIER,SUPPER,FRA,top  1. | 40+  1. [2.74],25+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
15,HANWOOL,KIM,KOR,top  1. | 23   29. [12.35],25+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
16,JIHWAN,PARK,KOR,38   15. | 27+  8. [12.65],25+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
17,MAËL,BONZOM,FRA,37+  18. | 24   13. [17.94],25+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
18,SASCHA,LEHMANN,SUI,38   15. | 23+  16. [18.76],25+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
19,STEFANO,CARNATI,ITA,27   40. | 27+  8. [20.12],25+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
20,LOÏC,TIMMERMANS,BEL,37+  18. | 23+  16. [22.49],25+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
21,NICOLAS,COLLIN,BEL,17   58. | 27+  8. [24.49],25+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
22,MINORU,NAKANO,JPN,37+  18. | 28+  6. [12.23],25,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
23,YUKI,HADA,JPN,41   13. | 23+  16. [16.91],25,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
24,MARTIN,TEKLES,GER,37+  18. | 23+  16. [22.49],23,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
25,RAMÓN,JULIAN PUIGBLANQUE,ESP,37+  18. | 23+  16. [22.49],17+,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
26,SEBASTIAN,HALENKE,GER,41+  10. | 23+  16. [15.56],17,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
27,ROMAIN,DESGRANGES,FRA,41+  10. | 13+  56. [25.37],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
28,FRANCESCO,VETTORATA,ITA,33   34. | 23+  16. [27.55],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
29,STEPHANE,HANSSENS,BEL,18   54. | 24   13. [27.62],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
30,ALBERTO,GOTTA,ITA,38   15. | 19+  45. [27.71],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
31,ELAN,JONASMCRAE,CAN,32+  36. | 23+  16. [28.34],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
32,MARIO,LECHNER,AUT,37+  18. | 22   37. [29.56],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
33,MARTIN,BERGANT,SLO,37   29. | 23   29. [29.74],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
34,CHRISTOPH,HANKE,GER,34+  30. | 23   29. [30.50],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
35,MARCELLO,BOMBARDI,ITA,37+  18. | 21   43. [31.45],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
36,KAI,HARADA,JPN,24+  50. | 23+  16. [33.17],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
37,SEUNGWOON,CHO,KOR,37+  18. | 19+  45. [33.23],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
38,TOMAS,RAVANAL,CHI,34+  30. | 22   37. [34.04],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
39,OBED,HARDMEIER,SUI,33   34. | 22+  33. [34.50],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
40,REMO,LEHMANN,SUI,17   58. | 23+  16. [36.33],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
41,SÉBASTIEN,BERTHE,BEL,27+  39. | 22+  33. [36.68],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
42,MEICHI,NARASAKI,JPN,37+  18. | 8   66. [38.96],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
42,BENISAAC,TRESCO,USA,26+  42. | 22+  33. [38.96],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
44,JAVIER,CANO BLAZQUEZ,ESP,27   40. | 22   37. [39.23],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
45,FRANCESCO,BOSCO,ITA,20+  52. | 22+  33. [42.36],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
46,RUBEN,FIRNENBURG,GER,26+  42. | 21+  40. [42.47],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
47,NATHAN,SMITH,CAN,26+  42. | 19+  45. [45.96],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
47,DIMITRI,VOGT,SUI,26+  42. | 19+  45. [45.96],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
49,MATTHIAS,SCHIESTL,AUT,32+  36. | 13+  56. [46.21],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
50,ÀLEX,HERNÁNDEZ CASTILLA,ESP,30   38. | 13+  56. [47.15],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
51,KEVIN,HUSER,SUI,25+  47. | 19+  45. [47.75],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
52,BENJAMIN,BLASER,SUI,25   49. | 19+  45. [48.50],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
53,MARTIN,JECH,CZE,26+  42. | 14   53. [48.74],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
54,IÑAKI,ARANTZAMENDI IRUETA,ESP,17   58. | 21+  40. [49.60],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
55,MIKHAIL,CHERNIKOV,RUS,16+  63. | 21+  40. [51.22],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
56,ADRIEN,TRIBOUT,FRA,17   58. | 20   44. [51.38],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
57,MAX,RUDIGIER,AUT,21   51. | 16   52. [51.50],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
58,BERNHARD,RÖCK,AUT,25+  47. | 13+  56. [52.71],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
59,MARTIN,KUHNEL,USA,18+  53. | 14   53. [53.50],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
60,CAMPBELL,HARRISON,AUS,17   58. | 14   53. [56.92],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
61,ROLF -MARTIN,BJØRNGAARD,NOR,17+  56. | 13+  56. [57.49],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
62,JAKUB,DVORAK,CZE,18   54. | 8+  65. [59.52],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
63,MATTHEW,WELLINGTON,CAN,17+  56. | 9   64. [60.13],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
64,RAHUL,SAPRA,CAN,16+  63. | 13+  56. [61.19],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
65,OLIVER,MARX,RSA,16+  63. | 12+  62. [63.25],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
66,TOMAS,BINTER,CZE,0 | 12+  62. [64.23],,,Villars_(SUI)_2016,15 July - 16 July 2016,Men
1,JANJA,GARNBRET,SLO,top  1. | top  1. [1.22],43+,48+,Villars_(SUI)_2016,15 July - 16 July 2016,Women
2,ANAK,VERHOEVEN,BEL,33+  2. | top  1. [1.73],42+,41+,Villars_(SUI)_2016,15 July - 16 July 2016,Women
3,JAIN,KIM,KOR,31+  4. | 41+  3. [3.74],42+,41+,Villars_(SUI)_2016,15 July - 16 July 2016,Women
4,JESSICA,PILZ,AUT,28+  9. | 29+  9. [10.68],42+,41+,Villars_(SUI)_2016,15 July - 16 July 2016,Women
5,MAGDALENA,RÖCK,AUT,26+  12. | 36+  6. [9.80],40+,41+,Villars_(SUI)_2016,15 July - 16 July 2016,Women
6,CHRISTINE,SCHRANZ,AUT,28+  9. | 29+  9. [10.68],38,26+,Villars_(SUI)_2016,15 July - 16 July 2016,Women
7,YUKA,KOBAYASHI,JPN,30+  5. | 24   37. [14.27],37+,26+,Villars_(SUI)_2016,15 July - 16 July 2016,Women
8,SALOMÉ,ROMAIN,FRA,30+  5. | 29+  9. [8.12],42+,15,Villars_(SUI)_2016,15 July - 16 July 2016,Women
9,HÉLÈNE,JANICOT,FRA,30   7. | 29+  9. [9.17],36+,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
10,HANNAH,SCHUBERT,AUT,26+  12. | 25   18. [17.66],35+,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
11,RISA,OTA,JPN,29+  8. | 30   8. [8.00],35,,Villars_(SUI)_2016,15 July - 16 July 2016,Women
