Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,DOMEN,SKOFIC,SLO,top  1. | 34   8. [6.00],45.5+,51,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
2,STEFANO,GHISOLFI,ITA,43+  9. | 43+  3. [5.20],45.5+,48+,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
3,JAKOB,SCHUBERT,AUT,top  1. | top  1. [2.60],45+,48,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
4,GAUTIER,SUPPER,FRA,top  1. | 42   4. [4.24],39+,48,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
5,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [2.60],39,47,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
6,SEBASTIAN,HALENKE,GER,42   11. | 34+  5. [8.31],45+,46+,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
7,SEAN,MCCOLL,CAN,top  1. | 34+  5. [5.20],40,46+,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
8,FRANCESCO,VETTORATA,ITA,39   19. | 31+  10. [14.78],39+,43+,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
9,KEIICHIRO,KORENAGA,JPN,top  1. | 34+  5. [5.20],37+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
10,NAOKI,SHIMATANI,JPN,41+  13. | 25+  19. [18.21],37+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
11,HANWOOL,KIM,KOR,43   10. | 20+  40. [21.10],37,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
12,SEAN,BAILEY,USA,36   32. | 31+  10. [19.33],33+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
13,MASAHIRO,HIGUCHI,JPN,top  1. | 31+  10. [7.19],30+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
14,THOMAS,JOANNES,FRA,38+  20. | 33+  9. [14.70],30+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
15,JIHWAN,PARK,KOR,31+  41. | 29   14. [24.68],30+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
16,SASCHA,LEHMANN,SUI,38+  20. | 25+  19. [24.74],30+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
17,YUKI,HADA,JPN,41   14. | 25+  19. [18.89],29+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
18,KOKORO,FUJII,JPN,40+  15. | 31+  10. [13.56],27+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
19,LOÏC,TIMMERMANS,BEL,38+  20. | 25+  19. [24.74],27+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
20,URBAN,PRIMOZIC,SLO,top  1. | 26+  18. [9.00],26+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
21,KAI,HARADA,JPN,35+  34. | 28+  15. [23.49],26+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
22,MARTIN,BERGANT,SLO,31+  41. | 28+  15. [26.38],26+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
23,RAMÓN,JULIAN PUIGBLANQUE,ESP,36   32. | 28+  15. [22.80],25+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
24,TOMAS,RAVANAL,CHI,38+  20. | 25+  19. [24.74],24.5,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
25,BERNHARD,RÖCK,AUT,40+  15. | 20+  40. [26.68],24+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
26,MEICHI,NARASAKI,JPN,38+  20. | 25+  19. [24.74],20+,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
27,MARCELLO,BOMBARDI,ITA,42   11. | 18   63. [27.13],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
28,MARIO,LECHNER,AUT,38   29. | 25+  19. [27.43],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
29,DAVID,FIRNENBURG,GER,38+  20. | 25   33. [28.14],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
30,JAVIER,CANO BLAZQUEZ,ESP,40   18. | 20+  40. [28.30],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
31,MINORU,NAKANO,JPN,40+  15. | 19+  52. [29.39],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
31,MAX,RUDIGIER,AUT,38+  20. | 24   36. [29.39],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
33,CHARLI,BLEIN,FRA,35   36. | 25+  19. [30.72],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
33,SIMON,LORENZI,BEL,35   36. | 25+  19. [30.72],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
35,MIKHAIL,CHERNIKOV,RUS,38+  20. | 20+  40. [32.68],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
36,PIOTR,SCHAB,POL,31+  41. | 25+  19. [33.31],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
37,MAËL,BONZOM,FRA,30+  48. | 25+  19. [35.89],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
37,ARSÈNE,DUVAL,FRA,30+  48. | 25+  19. [35.89],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
39,CHRISTOPH,HANKE,GER,38+  20. | 19+  52. [36.00],,,Chamonix_(FRA)_2016,11 July - 12 July 2016,Men
