Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
11,BARBARA,BACHER,AUT,top  1. | 35+  13. [9.37],41+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
12,YANA,CHERESHNEVA,RUS,top  1. | 39+  8. [7.65],39+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
13,YUKA,KOBAYASHI,JPN,42+  14. | 35+  13. [13.75],34+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
14,LAMU,RENQING,CHN,37   16. | 33+  15. [15.49],34+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
15,KATHARINA,SAURWEIN,AUT,45   13. | 36+  12. [12.49],33+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
16,MOE,YOSHIMURA,JPN,37+  15. | 31+  16. [15.49],31,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
17,WANGMU,RENZENG,CHN,31+  18. | 29+  17. [17.49],20,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
18,RONG,JIANG,CHN,30+  19. | 23   19. [19.00],18+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
19,XUHUA,PAN,CHN,33   17. | 27+  18. [17.49],17+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
1,ADAM,ONDRA,CZE,top  1. | top  1. [7.98],40+,39+,Valence_(FRA)_2013,1 November - 2 November 2013,Men
2,SEAN,MCCOLL,CAN,top  1. | top  1. [7.98],39,34+,Valence_(FRA)_2013,1 November - 2 November 2013,Men
3,GAUTIER,SUPPER,FRA,top  1. | top  1. [7.98],37,33+,Valence_(FRA)_2013,1 November - 2 November 2013,Men
4,JAKOB,SCHUBERT,AUT,top  1. | top  1. [7.98],37+,30+,Valence_(FRA)_2013,1 November - 2 November 2013,Men
5,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [7.98],40+,30,Valence_(FRA)_2013,1 November - 2 November 2013,Men
6,SACHI,AMMA,JPN,top  1. | top  1. [7.98],40+,28+,Valence_(FRA)_2013,1 November - 2 November 2013,Men
7,HYUNBIN,MIN,KOR,37   21. | top  1. [12.70],42+,24+,Valence_(FRA)_2013,1 November - 2 November 2013,Men
8,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [7.98],40+,20,Valence_(FRA)_2013,1 November - 2 November 2013,Men
9,MANUEL,ROMAIN,FRA,top  1. | top  1. [7.98],36+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
10,STEFANO,GHISOLFI,ITA,top  1. | top  1. [7.98],36,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
11,DOMEN,SKOFIC,SLO,top  1. | top  1. [7.98],34+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
12,FRANCESCO,VETTORATA,ITA,38   20. | top  1. [12.25],33+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
13,THOMAS,BALLET,FRA,top  1. | top  1. [7.98],32+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
14,URBAN,PRIMOZIC,SLO,top  1. | 45+  15. [11.29],32+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
15,THOMAS,TAUPORN,GER,36+  23. | 40+  24. [24.48],32+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
16,MARIO,LECHNER,AUT,top  1. | top  1. [7.98],31+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
17,ELAN,JONASMCRAE,CAN,37   21. | 42+  20. [20.99],30.5+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
18,JABEE,KIM,KOR,top  1. | 39   30. [16.10],30+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
19,LOÏC,TIMMERMANS,BEL,39+  17. | 41+  22. [19.56],30+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
20,FLAVIEN,GUERIMAND,FRA,39   18. | 40+  24. [21.72],24,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
21,NAOKI,SHIMATANI,JPN,39   18. | 42+  20. [19.47],23+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
22,BERNHARD,RÖCK,AUT,35+  25. | 43+  18. [21.72],23+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
23,TATSUMI,NITTA,JPN,top  1. | 43+  18. [12.54],23,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
24,TOMOA,NARASAKI,JPN,35   27. | 44+  16. [21.30],23,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
25,NAOTO,HAKAMADA,JPN,35+  25. | 41+  22. [23.95],22,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
26,THOMAS,JOANNES,FRA,top  1. | 44+  16. [11.84],16+,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
27,CLEMENT,VERNAISON,FRA,35   27. | 39+  28. [28.00],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
28,MARCELLO,BOMBARDI,ITA,33   30. | 39+  28. [29.24],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
29,ELKO,SCHELLINGERHOUT,NED,31+  32. | 40+  24. [29.66],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
30,LUDOVIC,LEFEVRE,FRA,36+  23. | 27+  38. [29.88],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
31,SEBASTIAN,HALENKE,GER,32   31. | 39   30. [30.75],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
32,YIFTACH,KUSHNIR,ISR,17+  39. | 40+  24. [31.54],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
33,CHARLI,BLEIN,FRA,34+  29. | 32   37. [32.76],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
34,BENOIT,HEINTZ,FRA,31+  32. | 38+  32. [33.23],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
35,OR,WECHSLER,ISR,31+  32. | 35+  34. [34.25],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
36,FRANZ,KRAKENBERGER,SUI,31+  32. | 34+  35. [34.75],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
37,LUKAS,KÖB,AUT,31+  32. | 34   36. [35.24],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
38,CHRISTOPH,HANKE,GER,29+  38. | 37   33. [35.41],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
39,EMMANUEL,LOPEZ,FRA,31+  32. | 24   39. [36.68],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
40,MARTIN,KLEMSA,CZE,17   40. | 23   40. [40.25],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
41,TOMAS,BINTER,CZE,17   40. | 17   41. [40.75],,,Valence_(FRA)_2013,1 November - 2 November 2013,Men
1,JAIN,KIM,KOR,top  1. | top  1. [3.46],52+,47+,Valence_(FRA)_2013,1 November - 2 November 2013,Women
2,MINA,MARKOVIC,SLO,top  1. | top  1. [3.46],top,45+,Valence_(FRA)_2013,1 November - 2 November 2013,Women
3,MOMOKA,ODA,JPN,top  1. | top  1. [3.46],55,44,Valence_(FRA)_2013,1 November - 2 November 2013,Women
4,DINARA,FAKHRITDINOVA,RUS,top  1. | top  1. [3.46],55+,41+,Valence_(FRA)_2013,1 November - 2 November 2013,Women
5,ANAK,VERHOEVEN,BEL,46+  9. | top  1. [5.34],48+,36,Valence_(FRA)_2013,1 November - 2 November 2013,Women
6,MAJA,STREMFELJ,SLO,46   11. | 44   10. [10.75],42,36,Valence_(FRA)_2013,1 November - 2 November 2013,Women
7,AKIYO,NOGUCHI,JPN,46+  9. | 47+  6. [7.55],43+,34+,Valence_(FRA)_2013,1 November - 2 November 2013,Women
8,MAGDALENA,RÖCK,AUT,top  1. | 45+  7. [5.48],51+,11+,Valence_(FRA)_2013,1 November - 2 November 2013,Women
9,KATHARINA,POSCH,AUT,47   8. | 43+  12. [10.39],40+,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
10,SALOMÉ,ROMAIN,FRA,top  1. | 43+  12. [7.35],38+,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
11,NIKKI,VAN BERGEN,NED,45+  12. | 44+  9. [10.61],37+,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
12,TINA,SUSTERSIC,SLO,42+  15. | 39+  17. [16.93],37+,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
13,JESSICA,PILZ,AUT,45+  12. | 45+  7. [9.68],37,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
14,HÉLÈNE,JANICOT,FRA,top  1. | 44   10. [6.48],36+,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
15,AYA,ONOE,JPN,45   14. | 43+  12. [13.75],36+,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
16,YUKA,KOBAYASHI,JPN,42+  15. | 43+  12. [14.47],36+,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
17,MATHILDE,BRUMAGNE,BEL,28   31. | 39   21. [25.51],35,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
18,BARBARA,BACHER,AUT,38+  21. | 39+  17. [20.17],34+,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
19,KATHARINA,SAURWEIN,AUT,41+  17. | 36+  22. [19.56],32,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
20,ANDREA,KÜMIN,SUI,38+  21. | 35+  24. [22.98],32,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
21,KATJA,DEBEVEC,SLO,36+  24. | 42+  16. [19.80],31+,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
22,CLAUDIA,GHISOLFI,ITA,40+  18. | 30+  31. [23.95],31+,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
23,CHRISTINA,STÜTZ,AUT,38+  21. | 39+  17. [20.17],30,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
24,MANUELA,SIGRIST,SUI,39+  20. | 34+  26. [23.02],26+,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
25,MANON,HILY,FRA,40+  18. | 39+  17. [18.50],25+,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
26,TINA JOHNSEN,HAFSAAS,NOR,36+  24. | 36+  22. [23.48],17,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
27,MIHO,NONAKA,JPN,33+  26. | 34+  26. [26.25],,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
28,ANNE-SOPHIE,KOLLER,SUI,29   29. | 35   25. [26.93],,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
29,NETTA,FREDMAN,ISR,31+  27. | 31   30. [28.46],,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
30,FEDERICA,MINGOLLA,ITA,28+  30. | 33+  28. [28.98],,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
31,JARA,SPÄTE,SUI,30+  28. | 30   32. [29.93],,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
32,IEVGENIIA,KAZBEKOVA,UKR,27   34. | 33   29. [31.40],,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
33,OLENA,SHURUBOR,UKR,27+  32. | 25+  33. [33.00],,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
33,TEREZA,SVOBODOVA,CZE,27+  32. | 25+  33. [33.00],,,Valence_(FRA)_2013,1 November - 2 November 2013,Women
1,JAKOB,SCHUBERT,AUT,top  1. | top  1. [8.49],42+,41+,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
2,ADAM,ONDRA,CZE,top  1. | top  1. [8.49],41,40+,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
3,SACHI,AMMA,JPN,top  1. | top  1. [8.49],42+,39,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
4,GAUTIER,SUPPER,FRA,top  1. | top  1. [8.49],42+,38,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
5,HYUNBIN,MIN,KOR,top  1. | top  1. [8.49],44.5+,36+,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
6,MANUEL,ROMAIN,FRA,top  1. | top  1. [8.49],42,35+,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
7,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [8.49],42+,27.5+,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
8,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [8.49],44.5+,24+,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
9,JURE,RAZTRESEN,SLO,35+  18. | 37+  19. [19.47],39.5+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
10,MIKHAIL,CHERNIKOV,RUS,top  1. | top  1. [8.49],39+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
10,SEAN,MCCOLL,CAN,top  1. | top  1. [8.49],39+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
12,SERGEJ,EPIH,SLO,35+  18. | 37+  19. [19.47],39+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
13,SEBASTIAN,HALENKE,GER,32+  26. | 38+  17. [21.33],39+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
14,DMITRII,FAKIRIANOV,RUS,top  1. | 30+  38. [19.44],39,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
15,FRANCESCO,VETTORATA,ITA,top  1. | top  1. [8.49],37,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
16,KLEMEN,BECAN,SLO,32   27. | 37+  19. [24.17],37,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
17,URBAN,PRIMOZIC,SLO,top  1. | top  1. [8.49],36.5+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
18,THOMAS,JOANNES,FRA,top  1. | 38+  17. [12.55],35+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
19,LOÏC,TIMMERMANS,BEL,34   21. | 35+  25. [24.46],35+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
20,AKITO,MATSUSHIMA,JPN,33+  22. | top  1. [13.42],33+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
21,MARIO,LECHNER,AUT,33   24. | 35+  25. [26.42],33+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
22,ELAN,JONASMCRAE,CAN,33   24. | 35+  25. [26.42],28+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
23,ANTON,MARDASHOV,UKR,32   27. | 36+  23. [25.88],27+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
24,DOMEN,SKOFIC,SLO,top  1. | 41+  16. [12.00],26,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
25,STEFANO,GHISOLFI,ITA,top  1. | top  1. [8.49],21+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
26,MAGNUS,MIDTBOE,NOR,top  1. | top  1. [8.49],13+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
27,GASPER,PINTAR,SLO,32   27. | 35+  25. [28.50],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
28,NICOLA,DE MATTIA,ITA,34+  20. | 30+  38. [28.98],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
29,EDWARD,HAMER,GBR,29+  32. | 36+  23. [29.49],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
30,JABEE,KIM,KOR,29   43. | 37+  19. [29.86],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
31,NAOTO,HAKAMADA,JPN,33+  22. | 30+  38. [30.74],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
32,MARTIN,BERGANT,SLO,31   31. | 34+  34. [32.47],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
33,JURE,BECAN,SLO,29+  32. | 35+  25. [32.47],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
33,MARCELLO,BOMBARDI,ITA,29+  32. | 35+  25. [32.47],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
33,BERNHARD,RÖCK,AUT,29+  32. | 35+  25. [32.47],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
33,OR,WECHSLER,ISR,29+  32. | 35+  25. [32.47],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
37,YIFTACH,KUSHNIR,ISR,32   27. | 30+  38. [34.60],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
38,DAISUKE,KASAHARA,JPN,29+  32. | 35   33. [34.94],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
39,CHRISTOPH,HANKE,GER,29+  32. | 31+  37. [37.00],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
40,LUKAS,KÖB,AUT,29   43. | 33+  35. [39.02],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
41,HANNES,PUMAN,SWE,29+  32. | 30+  38. [39.42],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
41,MARTIN,TEKLES,GER,29+  32. | 30+  38. [39.42],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
43,GREGOR,VEZONIK,SLO,29+  32. | 29+  47. [41.70],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
44,JERNEJ,KRUDER,SLO,26+  49. | 32+  36. [42.21],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
45,KAZUTOSHI,OGATA,JPN,28+  45. | 30+  38. [43.71],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
46,JOHN HENRY,NILSSEN,NOR,29+  32. | 26+  52. [43.86],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
47,DAVID,BARRANS,GBR,25+  51. | 30+  38. [46.51],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
48,FRANZ,KRAKENBERGER,SUI,23+  53. | 30+  38. [47.62],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
49,ELKO,SCHELLINGERHOUT,NED,27+  47. | 28+  49. [47.99],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
50,RUBEN,FIRNENBURG,GER,28+  45. | 27   51. [48.17],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
51,MAX,RUDIGIER,AUT,27   48. | 27+  50. [48.99],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
52,TOMAS,BINTER,CZE,25+  51. | 29   48. [49.72],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
53,GEIR,SÖDERIN,SWE,26+  49. | 24   56. [52.65],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
54,JAKOB HEBER,NORUM,NOR,23+  53. | 26   53. [53.50],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
55,STEFAN,BEDNAR,SVK,23+  53. | 25+  54. [54.25],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
56,CONNOR,BYRNE,GBR,21+  56. | 25+  54. [55.24],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
57,MARTIN,KLEMSA,CZE,8   59. | 20+  57. [57.99],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
57,VANCO,NAUNOV,MKD,18   57. | 16   59. [57.99],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
59,VILIAM,FERČÁK,SVK,16+  58. | 20   58. [58.00],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Men
1,MOMOKA,ODA,JPN,top  1. | top  1. [4.18],36+,34+,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
2,AKIYO,NOGUCHI,JPN,top  1. | top  1. [4.18],40,34,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
3,MINA,MARKOVIC,SLO,top  1. | top  1. [4.18],46+,29+,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
4,JAIN,KIM,KOR,top  1. | top  1. [4.18],47,29,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
5,MAGDALENA,RÖCK,AUT,28+  11. | top  1. [8.22],40,26+,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
6,DINARA,FAKHRITDINOVA,RUS,top  1. | top  1. [4.18],38,26+,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
7,ANAK,VERHOEVEN,BEL,top  1. | top  1. [4.18],34+,22.5+,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
8,MAJA,STREMFELJ,SLO,28+  11. | top  1. [8.22],33+,22.5+,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
9,HÉLÈNE,JANICOT,FRA,33+  10. | 24+  35. [19.10],33+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
10,EVGENIIA,MALAMID,RUS,28+  11. | top  1. [8.22],31+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
11,KATHARINA,POSCH,AUT,35   7. | 39+  10. [8.37],31+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
12,JESSICA,PILZ,AUT,34+  8. | 39   11. [9.67],31+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
13,AYA,ONOE,JPN,34+  8. | 32+  20. [13.83],31+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
14,BARBARA,BACHER,AUT,26.5+  17. | 37+  12. [16.94],31+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
15,REBEKKA,STOTZ,SUI,26.5+  17. | 32+  20. [21.48],31+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
16,TJASA,KALAN,SLO,22+  34. | 37+  12. [22.14],31+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
17,YUKA,KOBAYASHI,JPN,28+  11. | 32+  20. [17.43],27+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
18,TINA JOHNSEN,HAFSAAS,NOR,26.5   25. | 32+  20. [23.95],27+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
19,SALOMÉ,ROMAIN,FRA,28+  11. | 37+  12. [13.75],26+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
20,JERA,LENARDIC,SLO,26.5+  17. | 32   26. [23.09],22+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
21,NIKKI,VAN BERGEN,NED,26.5+  17. | 37+  12. [16.94],19+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
22,JENNY,LAVARDA,ITA,26.5+  17. | 37+  12. [16.94],18+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
23,MIHO,NONAKA,JPN,26.5+  17. | 36+  17. [18.67],18+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
24,KATHERINE,CHOONG,SUI,26.5+  17. | 32+  20. [21.48],18+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
25,MATHILDE,BRUMAGNE,BEL,28+  11. | 36   18. [15.59],15+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
26,TINA,SUSTERSIC,SLO,26.5   25. | 32+  20. [23.95],14.5+,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
27,MOLLY,THOMPSON-SMITH,GBR,26.5+  17. | 35+  19. [19.74],11,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
28,NETTA,FREDMAN,ISR,24   30. | 29+  28. [28.98],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
29,ANA,TIRIPA,GER,23+  31. | 31   27. [29.16],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
30,MANUELA,SIGRIST,SUI,25+  27. | 25+  31. [29.66],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
31,JANA,VINCOURKOVA,CZE,23+  31. | 26+  29. [30.48],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
32,JARA,SPÄTE,SUI,25+  27. | 24+  35. [31.68],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
33,CHRISTINA,STÜTZ,AUT,22+  34. | 26+  29. [32.13],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
34,ANJA,SERBINEK,SLO,24+  29. | 24+  35. [32.53],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
35,IVA,ONDRA,CZE,23   33. | 25   34. [33.50],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
36,FEDERICA,MINGOLLA,ITA,21+  37. | 25+  31. [34.41],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
37,PATRICIA,HOLZMANN,GER,21   38. | 25+  31. [34.87],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
38,KATJA,DEBEVEC,SLO,22+  34. | 24+  35. [35.74],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
39,STELLA,PLANTIN,SWE,18   39. | 20+  39. [39.00],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
40,JANINE,CARDOSO,BRA,16+  41. | 19+  40. [40.50],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
40,TEREZA,SVOBODOVA,CZE,17+  40. | 14   41. [40.50],,,Kranj_(SLO)_2013,16 November - 17 November 2013,Women
