Rank,Name,,Country,Qualification,Final
1,STANISLAV,KOKORIN,RUS,6.510,6.81
2,REZA,ALIPOUR SHENAZANDIFARD,IRI,6.290,fall
3,YAROSLAV,GONTARYK,UKR,6.570,6.55
4,JEDRZEJ,KOMOSINSKI,POL,6.680,fall
5,MARCIN,DZIENSKI,POL,6.200,6.20
6,ALEKSANDR,SHIKOV,RUS,6.450,6.98
7,LIBOR,HROZA,CZE,5.980,8.95
8,DMITRII,TIMOFEEV,RUS,6.010,10.55
9,SERGEI,SINITCYN,RUS,6.850,6.32
10,LEONARDO,GONTERO,ITA,6.640,6.49
11,ARSENII,SHEVCHENKO,RUS,6.630,6.61
12,LUKASZ,SWIRK,POL,6.790,6.70
13,EVGENII,VAITSEKHOVSKII,RUS,6.630,7.39
14,"WENG KHIT, ADRIEL",CHOO,SGP,6.530,10.91
15,QIXIN,ZHONG,CHN,6.040,fall
16,ASPAR,ASPAR,INA,6.650,fall
17,LINCAI,ZHONG,CHN,6.990,
18,ANTON,POLIAKOV,RUS,7.000,
19,VOLODYMYR,ZINCHENKO,UKR,7.080,
20,ASHARI,FAJRI,INA,7.230,
21,DANYIL,BOLDYREV,UKR,7.260,
22,YUHANG,ZHANG,CHN,7.500,
23,VIACHESLAV,VEDENCHUK,RUS,7.600,
24,SEAN,MCCOLL,CAN,9.070,
25,SHINTA,OZAWA,JPN,13.570,
