Rank,Name,,Country,Qualification,Final
1,MARIIA,KRASAVINA,RUS,10.190,9.88
2,ANNA,TSYGANOVA,RUS,10.240,11.28
3,TAMARA,ULZHABAYEVA,KAZ,11.280,11.24
4,CUILIAN,HE,CHN,10.370,12.61
5,EDYTA,ROPEK,POL,10.670,9.77
6,KSENIIA,ALEKSEEVA,RUS,10.300,13.11
7,NATALIA,TITOVA,RUS,10.470,fall
8,YULIYA,LEVOCHKINA,RUS,10.870,fall
9,MONIKA,PROKOPIUK-KAWECKA,POL,11.500,10.85
10,LUCELIA,BLANCO,VEN,11.020,11.08
11,SARA,MORANDI,ITA,10.500,11.61
12,OLEKSANDRA,BUD GUSAIM,UKR,11.580,11.86
13,MARGOT,HEITZ,FRA,10.300,12.11
14,ANOUCK,JAUBERT,FRA,10.700,13.91
15,EVI,NELIWATI,INA,10.930,fall
16,ANASTASIYA,SAVISKO,UKR,11.240,fall
17,KLAUDIA,BUCZEK,POL,11.710,
18,XUHUA,PAN,CHN,12.020,
19,OLENA,RYEPKO,UKR,12.200,
20,PETRA,KLINGLER,SUI,12.280,
21,VALENTINA,YURINA,RUS,12.370,
22,STEFANIE,PICHLER,AUT,12.620,
23,ISABELL,HAAG,GER,12.820,
24,SANTI,WELLYANTI,INA,12.970,
25,DANA,RIDDLE,USA,13.390,
26,ANASTASSIYA,BRYAKINA,KAZ,13.590,
27,ANNA,KOLOKOVSKA,UKR,13.720,
28,BACO ACHMAD,WILDA,INA,14.030,
29,YEVGENIYA,SOBOLEVA,KAZ,14.060,
30,FARNAZ,ESMAEILZADEH,IRI,14.190,
30,FARNAZ,ESMAILZADEH,IRI,14.190,
32,LAMU,RENQING,CHN,14.710,
33,MICHELA,FACCI,ITA,14.820,
34,SIMONA,KORCOVA,SVK,15.600,
35,ANDREA,ROJAS,ECU,15.690,
36,DINARA,IRSALIYEVA,KAZ,15.870,
37,REBEKKA,STOTZ,SUI,16.530,
38,ALEX,JOHNSON,USA,16.940,
39,DELANEY,MILLER,USA,17.260,
40,CAROLINA,ROSERO,ECU,17.740,
41,ELISE,SETHNA,CAN,18.250,
42,ANNA,STÖHR,AUT,18.400,
43,KATA,IMREI,HUN,18.490,
44,MARIA,GEORGIEVA,BUL,19.190,
45,JENNY,LAVARDA,ITA,19.450,
46,AMELIA,METCALF,USA,20.190,
47,BARBARA,BACHER,AUT,22.660,
48,NATALIJA,GROS,SLO,22.890,
49,TINA JOHNSEN,HAFSAAS,NOR,24.140,
50,MINA,MARKOVIC,SLO,24.510,
51,ALIZÉE,DUFRAISSE,FRA,24.850,
52,ALEXANDRA,EYER,SUI,27.610,
53,SASHA,DIGIULIAN,USA,43.870,
54,LUCIA,KORCOVA,SVK,fall,
54,MARIAM,KURDIANI,GEO,fall,
