Rank,Name,,Country,Qualification,Final
1,SERGEY,ABDRAKHMANOV,RUS,6.870,6.37
2,LIBOR,HROZA,CZE,7.300,7.74
3,QIXIN,ZHONG,CHN,6.620,7.45
4,SERGEI,SINITCYN,RUS,7.260,8.58
5,LUKASZ,SWIRK,POL,6.860,6.79
6,IVAN,NOVIKOV,RUS,6.890,7.39
7,YAROSLAV,GONTARYK,UKR,7.210,7.39
8,STANISLAV,KOKORIN,RUS,6.470,11.81
9,ZUFAR,NIGMANOV,RUS,7.150,7.09
10,KONSTANTIN,PAYL,RUS,7.280,7.10
11,SAYAT,BOKANOV,KAZ,7.540,7.23
12,DANYIL,BOLDYREV,UKR,7.340,7.31
13,MARCIN,DZIENSKI,POL,7.490,7.36
14,OLEKSIY,YURKO,UKR,7.370,7.99
15,VIACHESLAV,VEDENCHUK,RUS,7.220,8.23
16,ISAAC,ESTEVEZ,ECU,7.600,
16,LEONARDO,GONTERO,ITA,7.600,
18,MAKSYM,OSIPOV,UKR,7.640,
19,MÁTÉ,GÁL,HUN,7.670,
19,ANDRII,KYTAIKO,UKR,7.670,
21,MAKSYM,STYENKOVYY,UKR,7.730,
22,ARSENIY,KURUNOV,RUS,7.820,
23,YOANN,LE COUSTER,FRA,7.890,
24,YUHANG,ZHANG,CHN,7.960,
25,NIKOLAY,FEDOROV,RUS,7.980,
26,YAROSLAV,TOPAL,UKR,8.020,
27,ALEXEY,MOLCHANOV,KAZ,8.040,
28,ANDRES,QUINTEROS,ECU,8.120,
29,NIKITA,DEVYATERIKOV,KAZ,8.160,
30,ALEXANDR,NIGMATULIN,KAZ,8.170,
31,EVGENII,VAITSEKHOVSKII,RUS,8.260,
32,JEDRZEJ,KOMOSINSKI,POL,8.270,
33,CSABA,KOMONDI,HUN,8.320,
34,GIANLUCA,SIROTTI,ITA,8.460,
35,BASSA,MAWEM,FRA,8.500,
36,HRYHORII,LISOVSKYI,UKR,8.540,
37,FABIAN,BOSLER,GER,8.720,
38,MAXIMILIAN,PORSCHA,GER,8.730,
39,STEFANO,GHISOLFI,ITA,8.790,
40,BENCE,GÁL,HUN,8.980,
41,MICHEL,SIROTTI,ITA,9.230,
42,ARTYOM,DEVYATERIKOV,KAZ,10.070,
43,JIACUO,SUOLANG,CHN,10.810,
44,ESTEBAN,EGUEZ,ECU,11.360,
45,MARTIN,MICKA,CZE,15.110,
