Rank,Name,,Country,Qualification,Final
1,QIXIN,ZHONG,CHN,7.040,6.26
2,STANISLAV,KOKORIN,RUS,7.750,6.30
3,DANYIL,BOLDYREV,UKR,7.430,6.66
4,IVAN,NOVIKOV,RUS,7.060,fall
5,LIBOR,HROZA,CZE,6.890,6.69
6,LUKASZ,SWIRK,POL,7.830,6.93
7,ERIK,NOYA,VEN,7.810,9.91
8,SERGEY,ABDRAKHMANOV,RUS,6.690,fall
9,EVGENII,VAITSEKHOVSKII,RUS,7.860,6.97
10,JEDRZEJ,KOMOSINSKI,POL,7.800,7.01
11,ALEXANDR,NIGMATULIN,KAZ,7.910,7.26
12,HAMIDREZA,TOOZANDEHJANI,IRI,7.460,7.35
13,ARTYOM,DEVYATERIKOV,KAZ,7.890,7.60
14,YAROSLAV,GONTARYK,UKR,7.390,7.83
15,SAYAT,BOKANOV,KAZ,7.300,8.06
16,MARCIN,DZIENSKI,POL,7.890,fall
17,SERGEI,SINITCYN,RUS,8.010,
18,YULIANTO,ABUDZAR,INA,8.020,
19,TONNY,MAMIRI,INA,8.070,
20,LEONARDO,GONTERO,ITA,8.180,
21,MOHSEN,MOHAMMADINEGAD,IRI,8.350,
22,FABIAN,BOSLER,GER,8.430,
22,NIKITA,DEVYATERIKOV,KAZ,8.430,
24,ANDRII,KYTAIKO,UKR,8.560,
25,SIMON,BOSLER,GER,8.580,
26,MAKSYM,STYENKOVYY,UKR,8.610,
27,ANDRES,QUINTEROS,ECU,8.640,
28,ALEXEY,MOLCHANOV,KAZ,8.660,
29,MAKSYM,OSIPOV,UKR,8.690,
30,STEFANO,GHISOLFI,ITA,8.700,
31,VIACHESLAV,VEDENCHUK,RUS,8.890,
32,PANDU ASMORO,GALAR,INA,9.040,
33,ZUFAR,NIGMANOV,RUS,9.120,
34,BENCE,GÁL,HUN,9.180,
35,MICHEL,SIROTTI,ITA,9.500,
36,MÁTÉ,GÁL,HUN,9.610,
37,JOSH,LEVIN,USA,9.760,
38,ALEK,POULIOPOULOS,USA,10.040,
39,ISAAC,ESTEVEZ,ECU,10.110,
40,YUHANG,ZHANG,CHN,10.260,
41,ROLANDS,RUGENS,LAT,10.460,
42,AVIANSYAH,AAN,INA,10.540,
43,THOMAS,TAUPORN,GER,10.560,
44,MAX,RUDIGIER,AUT,10.580,
45,ALEX,JOHNSON,USA,10.750,
46,GERGÕ,MOLNAR,HUN,10.880,
47,MAXIMILIAN,PORSCHA,GER,10.920,
48,CSABA,KOMONDI,HUN,11.200,
49,SHANE,PUCCIO,USA,11.560,
50,JIACUO,SUOLANG,CHN,11.590,
51,GIANLUCA,SIROTTI,ITA,11.630,
52,ESTEBAN,EGUEZ,ECU,11.840,
53,SEAN,MCCOLL,CAN,13.480,
54,CÉDRIC,LACHAT,SUI,13.670,
55,GIORGI,GABULDANI,GEO,13.870,
56,SOSO,KATSITADZE,GEO,14.730,
57,KREŠIMIR,MORIĆ,CRO,14.770,
58,JURGEN,LIS,BEL,14.910,
59,EREKLE,MIKELADZE,GEO,15.110,
60,EMANUEL,MOOSBURGER,AUT,15.740,
61,KLEMEN,BECAN,SLO,16.260,
62,YANNICK,LIS,BEL,16.810,
63,VANCO,NAUNOV,MKD,16.990,
64,EIRIK BIRKELUND,OLSEN,NOR,17.570,
65,GARETH,PARRY,GBR,19.500,
66,MARK,PUGH-WILLIAMS,NZL,20.000,
67,ANDREY,MATA VELASQUEZ,PER,20.210,
68,MAGNUS,MIDTBOE,NOR,21.310,
69,EDUARD,MARIN GARCIA,ESP,31.080,
70,MANUEL,ESCOBAR,VEN,fall,
70,AMIR,MAIMURATOV,KAZ,fall,
70,MARTIN,MICKA,CZE,fall,
70,ADAM,ONDRA,CZE,fall,
