Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
27,TOMOAKI,TAKATA,JPN,27+  34. | 32+  20. [29.49],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
30,SEUNGWOON,CHO,KOR,33   23. | 29+  33. [31.08],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
31,ALBAN,LEVIER,FRA,34+  11. | 1   90. [32.17],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
32,MARTIN,BERGANT,SLO,29+  29. | 29+  33. [35.50],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
32,MARIO,LECHNER,AUT,29+  29. | 29+  33. [35.50],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
34,JAVIER,CANO BLAZQUEZ,ESP,28+  32. | 29+  33. [36.66],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
35,LUKAS,KÖB,AUT,31+  25. | 29   52. [37.08],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
36,TOMAS,RAVANAL,CHI,27.5   33. | 29+  33. [37.23],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
37,FRANCESCO,VETTORATA,ITA,16+  78. | 34+  18. [38.30],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
38,STEPHANE,HANSSENS,BEL,27+  34. | 29+  33. [39.42],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
38,GEORG,PARMA,AUT,27+  34. | 29+  33. [39.42],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
40,MAX,RUDIGIER,AUT,23+  53. | 32   28. [39.77],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
41,NAO,MONCHOIS,FRA,21+  64. | 32+  20. [40.27],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
41,HANNES,PUMAN,SWE,21+  64. | 32+  20. [40.27],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
43,ARMAN,TER-MINASYAN,RUS,26+  41. | 29+  33. [42.00],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
44,NICOLAS,COLLIN,BEL,26   44. | 29+  33. [43.47],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
44,ANTOINE,KAUFFMANN,BEL,26   44. | 29+  33. [43.47],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
44,TIM,REUSER,NED,26   44. | 29+  33. [43.47],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
47,SEMEN,CHESNOKOV,RUS,21+  64. | 31   29. [45.12],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
48,CHRISTOPH,HANKE,GER,24+  47. | 29+  33. [45.37],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
48,JURE,RAZTRESEN,SLO,24+  47. | 29+  33. [45.37],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
48,BERNHARD,RÖCK,AUT,24+  47. | 29+  33. [45.37],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
51,CLEMENT,VERNAISON,FRA,27+  34. | 28+  59. [46.92],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
52,MARTIN,TEKLES,GER,22   61. | 29+  33. [51.03],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
53,GIORGIO,BENDAZZOLI,ITA,24+  47. | 29   52. [51.91],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
54,STEFANO,CARNATI,ITA,26+  41. | 26+  63. [52.25],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
54,FRANZ,KRAKENBERGER,SUI,26+  41. | 26+  63. [52.25],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
56,MARCELLO,BOMBARDI,ITA,27+  34. | 21+  74. [52.50],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
57,ELAN,JONASMCRAE,CAN,24   52. | 29   52. [53.48],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
58,THOMAS,BALLET,FRA,23+  53. | 29   52. [55.74],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
58,LORENZO,CARASIO,ITA,23+  53. | 29   52. [55.74],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
60,FELIPE,CAMARGO,BRA,24+  47. | 26+  63. [56.44],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
61,ALESSANDRO,ZENI,ITA,23+  53. | 28+  59. [57.98],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
62,TOMAS,BINTER,CZE,22   61. | 29   52. [58.40],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
63,ZIDA,MA,CHN,16+  78. | 29+  33. [58.51],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
63,DIMITRI,VOGT,SUI,16+  78. | 29+  33. [58.51],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
65,ARSÈNE,DUVAL,FRA,21+  64. | 29   52. [61.60],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
66,SERGEY,TERENTYEV,RUS,23+  53. | 25+  69. [62.44],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
67,REMY,BERGASSE,FRA,21+  64. | 27+  61. [64.88],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
68,YIFTACH,KUSHNIR,ISR,21+  64. | 27   62. [65.41],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
69,STEFAN,BEDNAR,SVK,21+  64. | 26+  63. [66.97],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
70,KEVIN,HUSER,SUI,23+  53. | 20+  78. [67.02],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
70,FEDIR,SAMOILOV,UKR,23+  53. | 20+  78. [67.02],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
72,OR,WECHSLER,ISR,23+  53. | 19   84. [68.89],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
73,LOWIE,LAMBERECHTS,BEL,22   61. | 20+  78. [70.21],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
74,JONATAN,FLOR VAZQUEZ,ESP,21+  64. | 24+  71. [70.24],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
74,KYLE,MURDOCH,CAN,21+  64. | 24+  71. [70.24],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
76,RUBEN,FIRNENBURG,GER,21+  64. | 21   76. [72.65],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
77,MARTIN,JECH,CZE,16+  78. | 26+  63. [72.78],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
78,TEUN,KEUSTERS,NED,20   76. | 22   73. [74.48],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
79,YURY,TAKZHANOV,RUS,21+  64. | 19.5+  82. [75.22],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
80,DANNY,VALENCIA,ECU,16   86. | 25   70. [77.59],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
81,JAN,ZIMA,CZE,16+  78. | 21+  74. [77.92],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
82,FREDRIK,SERLACHIUS,SWE,1   90. | 26   68. [78.23],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
83,JEROME,GONZÁLEZ GUTIÉRREZ,ESP,16+  78. | 21   76. [78.96],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
84,SERGIO,VERDASCO URIZAL,ESP,17   77. | 19.5   83. [79.94],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
85,JIACUO,SUOLANG,CHN,20+  75. | 15   86. [80.31],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
86,TANGUY,TOPIN,FRA,16+  78. | 20+  78. [80.49],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
87,FRANCIS,BILODEAU,CAN,16+  78. | 18+  85. [83.23],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
88,RAMEL,RAHIMKHANOV,AZE,7   88. | 14+  87. [87.75],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
89,RINAT,RAHIMKHANOV,AZE,12+  87. | 13   89. [87.99],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
90,WESLEY,BLACK,RSA,6+  89. | 14+  87. [88.25],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Men
1,MINA,MARKOVIC,SLO,45   2. | top  1. [2.00],top,top,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
2,JANJA,GARNBRET,SLO,44+  3. | top  1. [2.83],top,top,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
3,JESSICA,PILZ,AUT,40+  7. | 43+  4. [6.00],top,47,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
4,ANAK,VERHOEVEN,BEL,40   12. | 32+  12. [12.73],47,45+,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
5,JAIN,KIM,KOR,top  1. | top  1. [1.41],top,43+,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
6,HÉLÈNE,JANICOT,FRA,42+  6. | 32+  12. [9.00],47,42+,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
7,DINARA,FAKHRITDINOVA,RUS,44+  3. | 32   16. [8.12],47,32+,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
8,AYA,ONOE,JPN,39+  13. | 35+  6. [9.19],46+,26+,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
9,SALOMÉ,ROMAIN,FRA,37+  19. | 29+  20. [20.98],46,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
10,DELANEY,MILLER,USA,40+  7. | 34+  8. [8.49],45,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
11,RISA,OTA,JPN,40+  7. | 35+  6. [7.65],44+,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
12,CHRISTINE,SCHRANZ,AUT,38+  16. | 33+  9. [12.37],41+,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
13,EVGENIIA,MALAMID,RUS,29+  32. | 29+  20. [27.95],41+,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
14,NIKKI,VAN BERGEN,NED,34+  23. | 33   10. [15.71],39,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
15,YUKA,KOBAYASHI,JPN,38+  16. | 27+  27. [22.77],39,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
16,MATHILDE,BECERRA,FRA,44+  3. | 38+  5. [4.47],38+,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
17,TJASA,KALAN,SLO,40+  7. | 33   10. [9.72],38+,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
18,CHARLOTTE,DURIF,FRA,39   14. | 32+  12. [13.99],38+,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
19,ANNE-SOPHIE,KOLLER,SUI,29+  32. | 29+  20. [27.95],38+,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
20,NETTA,FREDMAN,ISR,38+  16. | 26.5+  37. [25.08],37.5,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
21,KATHARINA,POSCH,AUT,37+  19. | 32   16. [18.17],37+,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
22,JULIA,CHANOURDIE,FRA,37   22. | 32+  12. [17.23],37,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
23,MATILDA,SÖDERLUND,SWE,37+  19. | 29+  20. [20.98],36,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
24,ALIZÉE,DUFRAISSE,FRA,39   14. | 31+  18. [16.38],30+,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
25,ASJA,GOLLO,ITA,34+  23. | 27+  27. [26.77],30,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
26,MAGDALENA,RÖCK,AUT,40+  7. | 31+  18. [12.90],18+,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
27,NOLWEN,BERTHIER,FRA,33+  25. | 27+  27. [27.61],18+,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
28,ANDREA,KÜMIN,SUI,33   26. | 27+  27. [28.16],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
29,IVA,ONDRA,CZE,29+  32. | 28+  25. [29.79],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
30,CLAUDIA,GHISOLFI,ITA,30+  29. | 27+  27. [30.25],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
30,MINSEON,KIM,KOR,30+  29. | 27+  27. [30.25],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
30,HANNAH,SCHUBERT,AUT,30+  29. | 27+  27. [30.25],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
33,KATHERINE,CHOONG,SUI,29+  32. | 28   26. [30.38],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
34,JULIA,FISER,AUT,28   43. | 29+  20. [30.76],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
35,JENNY,LAVARDA,ITA,29+  32. | 27   35. [35.50],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
36,BARBARA,BACHER,AUT,27+  44. | 27+  27. [37.46],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
37,CELINE,FERGEAU,FRA,32+  27. | 21+  50. [37.65],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
38,MARTINA,BLANCHET,ITA,28+  41. | 26+  38. [39.97],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
39,HAIMI,CHO,KOR,29+  32. | 22+  43. [40.41],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
39,REBEKKA,STOTZ,SUI,29+  32. | 22+  43. [40.41],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
41,IULIIA,PANTELEEVA,RUS,29   40. | 25+  41. [40.74],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
42,SOLÈNE,AMOROS,FRA,31+  28. | 1   62. [41.67],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
43,JIWON,BAE,KOR,26+  49. | 27   35. [41.92],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
44,MICHELLE,HULLIGER,SUI,27+  44. | 26+  38. [42.08],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
45,LAMU,RENQING,CHN,29+  32. | 21+  50. [43.17],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
46,IEVGENIIA,KAZBEKOVA,UKR,28+  41. | 22+  43. [43.69],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
47,KATARZYNA,EKWINSKA,POL,25   52. | 26   40. [45.61],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
48,LÉA,MARIGO,FRA,27+  44. | 22+  43. [46.00],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
48,GALINA,TERENTEVA,RUS,27+  44. | 22+  43. [46.00],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
50,ANASTASIIA,GOLIKOVA,RUS,25+  51. | 25+  41. [46.01],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
51,SEUNGHYUN,KIM,KOR,27+  44. | 21+  50. [49.14],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
52,ANNA,ZAIKINA,RUS,21+  54. | 22+  43. [50.07],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
53,IRATI,ANDA VILLANUEVA,ESP,26+  49. | 21+  50. [50.98],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
54,ALISON,STEWART-PATTERSON,CAN,20+  57. | 22+  43. [52.10],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
55,KATRIN,AMANN,SWE,24+  53. | 21+  50. [52.75],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
56,LUCINDA ANN,TURNBULL,AUS,21+  54. | 21+  50. [53.49],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
57,TEREZA,SVOBODOVA,CZE,20+  57. | 21   56. [57.48],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
58,GABRIELA,VRABLIKOVA,CZE,20+  57. | 19+  57. [57.99],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
59,CELINE,CUYPERS,BEL,21   56. | 12+  60. [58.21],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
60,NATALIIA,STEPANOVA,RUS,20+  57. | 18+  58. [58.50],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
61,SOLVEIG,KORHERR,GER,20+  57. | 12+  60. [59.75],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
62,MAJA,BOZICH,CRO,17+  62. | 17   59. [60.48],,,Chamonix_(FRA)_2015,10 July - 12 July 2015,Women
1,GAUTIER,SUPPER,FRA,36   12. | 35   8. [9.80],48,49+,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
2,MINORU,NAKANO,JPN,33   20. | 30+  18. [20.25],42,43+,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
3,JAKOB,SCHUBERT,AUT,top  1. | top  1. [2.45],44+,42+,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
4,DMITRII,FAKIRIANOV,RUS,36+  6. | top  1. [5.05],43+,42,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
5,SEAN,MCCOLL,CAN,36+  6. | 34+  9. [8.75],41+,42,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
6,STEFANO,GHISOLFI,ITA,36+  6. | 33   15. [11.48],42,41,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
7,ADAM,ONDRA,CZE,top  1. | top  1. [2.45],43+,40,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
8,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [2.45],43+,31,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
9,DOMEN,SKOFIC,SLO,33+  13. | 35+  6. [10.20],41+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
10,LOÏC,TIMMERMANS,BEL,31+  23. | 33   15. [21.38],41+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
11,THOMAS,JOANNES,FRA,33+  13. | 35+  6. [10.20],40+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
12,SEBASTIAN,HALENKE,GER,36+  6. | 33+  11. [10.31],40+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
12,URBAN,PRIMOZIC,SLO,36+  6. | 33+  11. [10.31],40+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
14,CHRISTOPH,HANKE,GER,33+  13. | 28+  31. [22.27],38+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
15,MASAHIRO,HIGUCHI,JPN,33+  13. | 30+  18. [18.11],36+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
16,MAGNUS,MIDTBOE,NOR,31+  23. | 33+  11. [19.20],36+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
17,KEIICHIRO,KORENAGA,JPN,31+  23. | 30+  18. [24.59],36+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
18,MIKHAIL,CHERNIKOV,RUS,33+  13. | 33.5+  10. [12.65],36,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
19,MARTIN,BERGANT,SLO,33+  13. | 33+  11. [14.14],34+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
20,HANWOOL,KIM,KOR,33+  13. | 26+  35. [25.46],34,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
21,THOMAS,BALLET,FRA,36+  6. | 30+  18. [13.20],32,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
22,HUGO,PARMENTIER,FRA,38   4. | 29+  24. [10.10],31.5+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
23,ELAN,JONASMCRAE,CAN,32+  21. | 30+  18. [20.99],30+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
24,FRANCESCO,VETTORATA,ITA,31+  23. | 31+  17. [22.39],29+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
25,NAOTO,HAKAMADA,JPN,31+  23. | 29+  24. [27.43],28+,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
26,RAMÓN,JULIAN PUIGBLANQUE,ESP,37+  5. | top  1. [3.87],18,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
27,JIHWAN,PARK,KOR,32+  21. | 26+  35. [29.51],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
28,CLEMENT,VERNAISON,FRA,31+  23. | 27   33. [31.44],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
29,TOMOAKI,TAKATA,JPN,28+  38. | 29+  24. [33.87],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
30,YUKI,HADA,JPN,31+  23. | 26+  35. [34.57],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
30,BERNHARD,RÖCK,AUT,31+  23. | 26+  35. [34.57],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
30,MARTIN,TEKLES,GER,31+  23. | 26+  35. [34.57],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
33,NICOLAS,COLLIN,BEL,26   59. | 30+  18. [34.78],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
34,MARIO,LECHNER,AUT,27   53. | 29+  24. [36.94],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
35,KEVIN,HUSER,SUI,28+  38. | 27+  32. [37.95],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
36,NAO,MONCHOIS,FRA,31+  23. | 25+  48. [38.02],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
37,MARCELLO,BOMBARDI,ITA,28+  38. | 27   33. [38.83],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
38,HANNES,PUMAN,SWE,31+  23. | 24   53. [39.54],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
39,LUKAS,KÖB,AUT,27   53. | 28.5+  29. [39.73],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
40,KAI,LIGHTNER,USA,31+  23. | 23+  54. [41.19],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
40,MATTHIAS,SCHIESTL,AUT,31+  23. | 23+  54. [41.19],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
42,SEUNGWOON,CHO,KOR,25   60. | 29   28. [41.50],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
43,REMY,BERGASSE,FRA,28+  38. | 26+  35. [42.69],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
43,ARSÈNE,DUVAL,FRA,28+  38. | 26+  35. [42.69],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
43,RUBEN,FIRNENBURG,GER,28+  38. | 26+  35. [42.69],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
43,STEPHANE,HANSSENS,BEL,28+  38. | 26+  35. [42.69],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
43,TIM,REUSER,NED,28+  38. | 26+  35. [42.69],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
48,CHARLI,BLEIN,FRA,31+  23. | 23   62. [43.79],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
48,JURE,RAZTRESEN,SLO,22+  64. | 28.5+  29. [43.79],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
50,MAX,RUDIGIER,AUT,28+  38. | 26   47. [45.99],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
51,SASCHA,LEHMANN,SUI,28+  38. | 25+  48. [46.96],,,Briançon_(FRA)_2015,17 July - 18 July 2015,Men
