Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,SASCHA,LEHMANN,SUI,23+  36. | top  1. [12.27],36+,top,Villars_(SUI)_2019,4 July - 6 July 2019,Men
2,YUFEI,PAN,CHN,17+  58. | top  1. [15.26],32,top,Villars_(SUI)_2019,4 July - 6 July 2019,Men
3,ALEXANDER,MEGOS,GER,top  1. | top  1. [2.65],31+,top,Villars_(SUI)_2019,4 July - 6 July 2019,Men
4,DOMEN,SKOFIC,SLO,top  1. | 37   7. [3.74],36+,39+,Villars_(SUI)_2019,4 July - 6 July 2019,Men
5,MEICHI,NARASAKI,JPN,32+  21. | 31+  12. [17.15],31+,39+,Villars_(SUI)_2019,4 July - 6 July 2019,Men
6,TOMOA,NARASAKI,JPN,37+  10. | 30   15. [12.65],37+,34+,Villars_(SUI)_2019,4 July - 6 July 2019,Men
7,YUKI,HADA,JPN,35+  12. | 30   15. [14.97],36+,22,Villars_(SUI)_2019,4 July - 6 July 2019,Men
8,KOKORO,FUJII,JPN,35+  12. | 29+  18. [16.94],33+,8,Villars_(SUI)_2019,4 July - 6 July 2019,Men
9,MARTIN,STRANIK,CZE,32+  21. | 29+  18. [22.41],31+,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
10,HANWOOL,KIM,KOR,33+  18. | 29+  18. [19.74],30,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
11,STEFANO,GHISOLFI,ITA,41+  4. | top  1. [3.74],29+,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
12,LUKA,POTOCAR,SLO,36+  11. | 24+  36. [22.12],29+,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
13,REI,SUGIMOTO,JPN,33+  18. | 35+  10. [13.78],29,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
14,JAKOB,SCHUBERT,AUT,top  1. | top  1. [2.65],27+,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
15,MARTIN,BERGANT,SLO,23+  36. | top  1. [12.27],26+,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
16,MARCELLO,BOMBARDI,ITA,32+  21. | 30   15. [19.80],26+,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
17,NICOLAS,COLLIN,BEL,32+  21. | 28+  24. [24.50],26+,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
18,YANNICK,FLOHÉ,GER,39+  5. | 31   13. [8.46],26,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
19,KAI,HARADA,JPN,39+  5. | 29+  18. [10.62],26,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
20,WILLIAM,BOSI,GBR,38+  8. | 27+  26. [14.87],26,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
21,SEAN,MCCOLL,CAN,35+  12. | 36+  8. [10.58],24+,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
22,JESSE,GRUPPER,USA,38+  8. | 25+  30. [16.62],24+,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
23,MILAN,PRESKAR,SLO,23+  36. | 32   11. [21.75],24+,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
24,DOHYUN,LEE,KOR,35+  12. | 26   27. [19.80],18+,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
25,THOMAS,JOANNES,FRA,17+  58. | 36   9. [24.46],17,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
26,ALBERTO,GINÉS LÓPEZ,ESP,39   7. | 30+  14. [9.90],9+,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
27,TAISEI,HOMMA,JPN,35+  12. | 24+  36. [24.96],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
28,SEBASTIAN,HALENKE,GER,32+  21. | 25+  30. [28.22],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
28,JAN,HOJER,GER,32+  21. | 25+  30. [28.22],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
30,RUDOLPH,RUANA,USA,31+  29. | 26   27. [28.74],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
31,ROMAIN,DESGRANGES,FRA,23+  36. | 29+  18. [29.69],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
31,HANNES,PUMAN,SWE,23+  36. | 29+  18. [29.69],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
33,DMITRII,FAKIRIANOV,RUS,34+  17. | 24   54. [30.99],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
34,JONGWON,CHON,KOR,23+  36. | 28+  24. [32.46],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
35,JABEE,KIM,KOR,30+  32. | 25+  30. [32.75],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
35,NIMROD,MARCUS,ISR,30+  32. | 25+  30. [32.75],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
37,NATHANIEL,COLEMAN,USA,32+  21. | 24+  36. [33.02],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
37,FRANCESCO,VETTORATA,ITA,32+  21. | 24+  36. [33.02],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
39,YUVAL,SHEMLA,ISR,33+  18. | 22+  64. [36.08],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
40,DIMITRI,VOGT,SUI,31   31. | 24+  36. [37.14],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
41,ANZE,PEHARC,SLO,20+  52. | 26   27. [38.34],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
42,SIMON,LORENZI,BEL,29+  35. | 24+  36. [39.47],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
43,JERNEJ,KRUDER,SLO,31+  29. | 24   54. [40.83],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
44,NIKOLAI,IARILOVETS,RUS,30+  32. | 24   54. [43.18],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
45,CESAR,GROSSO,BRA,23+  36. | 24+  36. [43.74],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
45,JAKUB,KONECNY,CZE,23+  36. | 24+  36. [43.74],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
45,TIM,REUSER,NED,23+  36. | 24+  36. [43.74],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
48,STEPAN,VOLF,CZE,21   51. | 24+  36. [47.64],,,Villars_(SUI)_2019,4 July - 6 July 2019,Men
