Rank,Name,,Country,Qualification,Final
1,TOM,O'HALLORAN,AUS,6.0,8.0
2,BEN,ABEL,AUS,70.0,15.0
3,JAMES,KASSAY,AUS,24.0,18.0
4,THOMAS,FARRELL,AUS,6.0,18.0
5,NED,MIDDLEHURST,AUS,210.0,80.0
6,CHASE,GATLAND,NZL,192.0,120.0
7,HUGO,HORNSHAW,AUS,224.0,392.0
8,CAMPBELL,HARRISON,AUS,120.0,dns
