Rank,Name,,Country,Qualification,Semi-Final,Final
1,LAURA,ROGORA,ITA,1.94,33,top
2,JANJA,GARNBRET,SLO,1.94,26+,top
3,FANNY,GIBERT,FRA,15.72,26+,42
4,JESSICA,PILZ,AUT,9.54,26+,41+
5,VITA,LUKAN,SLO,4.18,26+,39+
6,TJASA,KALAN,SLO,7.48,26+,39+
7,NINA,ARTHAUD,FRA,17.54,27,34+
8,GIORGIA,TESIO,ITA,15.72,26+,30+
9,LUCIJA,TARKUS,SLO,9.54,26+,24+
10,JULIA,FISER,AUT,23.74,26+,
11,CAMILLE,POUGET,FRA,15.72,25+,
12,JULIA,CHANOURDIE,FRA,3.16,24+,
13,ELISKA,ADAMOVSKA,CZE,6.2,24+,
14,CHRISTINE,SCHRANZ,AUT,8.62,24+,
15,CLAUDIA,GHISOLFI,ITA,14.42,24+,
16,HELOÏSE,DOUMONT,BEL,16.25,24,
17,TJASA,SLEMENSEK,SLO,11.96,23+,
18,SALOMÉ,ROMAIN,FRA,11.98,23+,
19,NOLWENN,ARC,FRA,5.74,19+,
20,LUCIE,WATILLON,BEL,17.48,19+,
21,HANNAH,MEUL,GER,20.99,19+,
21,INA,PLASSOUX DJIGA,FRA,20.99,19+,
23,ILARIA,SCOLARIS,ITA,21.95,19+,
24,MARTINA,DEMMEL,GER,26.48,19+,
25,LANA,SKUSEK,SLO,14.87,17+,
26,MARKETA,JANOSOVA,CZE,18.55,10+,
27,ROXANA,WIENAND,GER,27.75,,
28,LUCIA,DÖRFFEL,GER,28.96,,
29,AGATHE,CALLIET,FRA,31.96,,
30,MICHAELA,SMETANOVA,CZE,32.19,,
31,LUISA,FLOHÉ,GER,32.33,,
32,COLETTE,BOBENRIETH,FRA,33.2,,
33,SILVIA,CASSOL,ITA,33.25,,
34,ANA BELÉN,ARGUDO MARUGAN,ESP,33.99,,
34,STASA,GEJO,SRB,33.99,,
36,EVA MARIA,HAMMELMÜLLER,AUT,34.09,,
37,MATTEA,PÖTZI,AUT,34.6,,
38,SAULA,LERONDEL,FRA,35.41,,
39,NIKOLA,KRALIKOVA,CZE,36.99,,
40,MARIA,BENACH ZUBERO,ESP,38.99,,
41,AIDA,TORRES ILLAMOLA,ESP,40.42,,
42,TEREZA,ŠIRŮČKOVÁ,CZE,40.47,,
43,BIANCA,MAGALHAES DE CASTRO,BRA,41.75,,
