Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,ROMAIN,DESGRANGES,FRA,top  1. | 35   18. [7.42],34,41,Villars_(SUI)_2017,7 July - 8 July 2017,Men
2,DOMEN,SKOFIC,SLO,36+  11. | 37+  4. [8.80],34,37,Villars_(SUI)_2017,7 July - 8 July 2017,Men
3,FEDIR,SAMOILOV,UKR,36+  11. | top  1. [5.57],39,35+,Villars_(SUI)_2017,7 July - 8 July 2017,Men
4,JAN,HOJER,GER,35+  21. | 35+  9. [17.85],34+,35+,Villars_(SUI)_2017,7 July - 8 July 2017,Men
5,YUKI,HADA,JPN,37   7. | 37   7. [7.71],34,35,Villars_(SUI)_2017,7 July - 8 July 2017,Men
6,CHRISTOPH,HANKE,GER,37   7. | 30+  33. [17.25],34+,34,Villars_(SUI)_2017,7 July - 8 July 2017,Men
7,JORG,VERHOEVEN,NED,top  1. | 35+  9. [5.70],34,33+,Villars_(SUI)_2017,7 July - 8 July 2017,Men
8,SEAN,BAILEY,USA,36+  11. | 37+  4. [8.80],34+,32,Villars_(SUI)_2017,7 July - 8 July 2017,Men
9,HANNES,PUMAN,SWE,30+  47. | top  1. [9.70],34,,Villars_(SUI)_2017,7 July - 8 July 2017,Men
10,KEIICHIRO,KORENAGA,JPN,38+  5. | 32   29. [12.04],34,,Villars_(SUI)_2017,7 July - 8 July 2017,Men
11,STEFANO,GHISOLFI,ITA,top  1. | 37+  4. [3.54],33+,,Villars_(SUI)_2017,7 July - 8 July 2017,Men
12,KOKORO,FUJII,JPN,37   7. | 35   18. [13.67],33+,,Villars_(SUI)_2017,7 July - 8 July 2017,Men
13,JAKUB,KONECNY,CZE,35+  21. | 35+  9. [17.85],33+,,Villars_(SUI)_2017,7 July - 8 July 2017,Men
14,THOMAS,JOANNES,FRA,36+  11. | 35+  9. [14.20],33,,Villars_(SUI)_2017,7 July - 8 July 2017,Men
