Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
25,JORG,VERHOEVEN,NED,37   23. | top  1. [13.13],9-,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
26,JAKOB,SCHUBERT,AUT,top  1. | 32+  23. [15.17],9-,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
27,JAHA,KIM,KOR,37+  22. | 30+  30. [27.35],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
28,SYLVAIN,MILLET,FRA,35-  29. | 31-  25. [28.46],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
28,KAZUMA,WATANABE,JPN,35-  29. | 31-  25. [28.46],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
30,JAN,HOJER,GER,36-  24. | 30   39. [31.74],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
31,MATEJ,SOVA,SLO,30-  37. | 31-  25. [32.45],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
32,MARTIN,JAGGI,SUI,33   32. | 30+  30. [32.98],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
33,IVAN,KAUROV,RUS,33-  33. | 30+  30. [33.75],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
34,VICTOR,KOZLOV,RUS,32-  35. | 30+  30. [34.74],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
35,HIDEKAZU,ITO,JPN,35-  29. | 29-  41. [35.50],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
36,FLAVIEN,GUERIMAND,FRA,18   72. | 34-  15. [36.00],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
37,CHRISTIAN,BINDHAMMER,GER,30-  37. | 30+  30. [36.41],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
38,JIHWAN,PARK,KOR,38-  20. | 13-  66. [37.34],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
39,NICKY,DE LEEUW,NED,32-  35. | 28+  44. [39.52],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
40,GABRIELE,MORONI,ITA,29   45. | 30+  30. [39.76],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
40,XIANGYANG,YE,CHN,29   45. | 30+  30. [39.76],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
42,JANGHYUK,KIM,KOR,30-  37. | 29-  41. [40.47],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
43,EVGENII,ZAZULIN,RUS,21-  52. | 30+  30. [43.05],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
44,IVAYLO,RADKOV,BUL,29+  42. | 27   45. [43.99],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
45,DIEGO MARTÍN,MARSELLA PRADO,ARG,29   45. | 29-  41. [44.19],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
46,ANDRÉ,NERES,POR,30-  37. | 26   49. [44.38],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
47,MAGNUS,HÖGSTRÖM,SWE,29+  42. | 27-  46. [44.47],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
48,QINGHUA,WANG,CHN,29+  42. | 26+  47. [45.19],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
49,BLAGOVEST,LAZAROV,BUL,29   45. | 26-  53. [49.64],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
50,IVAYLO,KRASTEV,BUL,20+  58. | 30   39. [49.88],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
51,PETER,WÜRTH,GER,21-  52. | 26   49. [52.46],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
52,MASAHIRO,HIGUCHI,JPN,30-  37. | 8+  73. [53.36],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
53,CALLUM,HYLAND,AUS,24   51. | 25   55. [53.44],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
54,ROLANDS,RUGENS,LAT,27-  49. | 20   59. [53.77],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
55,JINYU,PAN,CHN,25-  50. | 23   58. [53.85],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
56,GEIR,SÖDERIN,SWE,20+  58. | 26+  47. [54.70],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
57,YEU-SHIANG,CHANG,TPE,20+  58. | 26   49. [56.40],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
57,ARTYOM,DEVYATERIKOV,KAZ,20+  58. | 26   49. [56.40],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
59,KA-WAI,CHU,HKG,20+  58. | 25+  54. [58.33],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
60,SEFTON,PRIESTLEY,NZL,21-  52. | 13   63. [59.06],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
61,C. M.,PRAVEEN,IND,20+  58. | 25   55. [59.40],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
61,HAIBIN,QU,CHN,20+  58. | 25   55. [59.40],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
63,TOMAS,GREKSAK,SVK,21-  52. | 13-  66. [60.88],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
64,IGOR,GUSAK,UKR,21-  52. | 8   74. [63.72],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
65,JIACUO,SUOLANG,CHN,21-  52. | 7+  76. [64.36],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
66,SAMSUDING,DOLOH,THA,20+  58. | 13-  66. [65.45],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
66,LUKA,KIVELA,CRO,20+  58. | 13-  66. [65.45],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
68,ALEXEY,MOLCHANOV,KAZ,20   69. | 14+  62. [65.88],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
69,PRASHANT,AALLAY,IND,16   73. | 17-  60. [66.41],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
70,ZIDA,MA,CHN,20+  58. | 12+  71. [66.88],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
71,VILIMANTAS,PETRASIUNAS,LTU,20   69. | 13   63. [66.93],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
71,SERGEI,SHAFEROV,BLR,20   69. | 13   63. [66.93],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
73,KREŠIMIR,MORIĆ,CRO,16   73. | 15+  61. [66.96],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
74,LUCAS,PRETI,ITA,20+  58. [71.44],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
75,GIORGI,GABULDANI,GEO,13   77. | 13-  66. [72.36],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
76,LUKA,TRUMBIC,CRO,15-  75. | 12-  72. [73.48],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
77,ILIJA,RISTOVSKI,MKD,13+  76. | 8   74. [75.25],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
78,ANDREAS,ANDREOU,CYP,8+  78. | 5   77. [77.50],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Men
1,JOHANNA,ERNST,AUT,top  1. | top  1. [7.23],41-,top,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
2,JAIN,KIM,KOR,top  1. | top  1. [7.23],36+,top,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
3,MAJA,STREMFELJ,SLO,top  1. | top  1. [7.23],36-,35-,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
4,YUKA,KOBAYASHI,JPN,top  1. | top  1. [7.23],35+,34+,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
5,ANGELA,EITER,AUT,top  1. | 34-  19. [10.36],31-,33-,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
6,CAROLINE,CIAVALDINI,FRA,top  1. | top  1. [7.23],31-,32,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
7,BARBARA,BACHER,AUT,39-  17. | top  1. [12.71],30+,30+,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
8,AKIYO,NOGUCHI,JPN,40-  11. | top  1. [10.90],31-,30,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
9,OLGA,BIBIK,RUS,37   20. | 32-  23. [21.91],24-,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
10,BETTINA,SCHÖPF,AUT,36   21. | top  1. [14.12],23+,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
11,JULIANE,WURM,GER,top  1. | top  1. [7.23],23,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
12,ALEXANDRA,EYER,SUI,40-  11. | top  1. [10.90],23,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
13,YANA,CHERESHNEVA,RUS,38   18. | 31   27. [22.05],23,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
14,CHRISTINE,SCHRANZ,AUT,39+  15. | top  1. [11.94],23-,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
15,JENNY,LAVARDA,ITA,38-  19. | top  1. [13.44],21,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
16,MARINE,THÉVENET,FRA,top  1. | top  1. [7.23],20,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
17,CHLOÉ,GRAFTIAUX,BEL,34+  22. | top  1. [14.62],18,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
18,MINA,MARKOVIC,SLO,top  1. | top  1. [7.23],17,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
19,SABINE,BACHER,AUT,23+  30. | 33+  21. [25.10],17-,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
20,JULIA,SERRIÈRE,FRA,29   24. | 32-  23. [24.00],16+,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
21,NATALIJA,GROS,SLO,top  1. | top  1. [7.23],16-,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
22,CHARLOTTE,DURIF,FRA,39   16. | top  1. [12.33],15-,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
23,FLORENCE,PINET,FRA,40-  11. | 34-  19. [15.61],15-,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
24,MURIEL,SARKANY,BEL,34+  22. | top  1. [14.62],13,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
25,EVGENIIA,MALAMID,RUS,40-  11. | 30-  28. [18.87],13-,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
26,CHRISTINA,SCHMID,SUI,24-  29. | 32+  22. [25.26],13-,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
27,LUCIE,HROZOVA,CZE,26+  26. | 31+  26. [26.00],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
28,SEURAN,HAN,KOR,27-  25. | 28-  31. [27.84],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
29,KATHERINE,CHOONG,SUI,23-  31. | 32-  23. [27.93],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
30,DINARA,FAKHRITDINOVA,RUS,26   27. | 30-  28. [28.00],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
31,YUKO,SAKAKIBARA,JPN,26   27. | 28+  30. [28.72],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
32,HARINI,HARINI,INA,23-  31. | 26+  34. [33.24],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
33,SAARI,WATANABE,JPN,21-  35. | 27+  32. [33.47],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
34,XUHUA,PAN,CHN,23-  31. | 26   35. [33.73],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
35,HANNAH,MIDTBOE,NOR,23-  31. | 25-  36. [34.21],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
36,IRATI,ANDA VILLANUEVA,ESP,20+  36. | 27-  33. [34.47],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
37,TAMARA,ULZHABAYEVA,KAZ,15   37. | 23+  37. [38.23],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
38,SARAH,GILMOUR,NZL,15   37. | 22   38. [38.74],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
39,PUNTARIKA,TUNYAVANICH,THA,15   37. | 21   40. [39.75],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
40,JANINE,CARDOSO,BRA,15   37. | 21-  41. [40.24],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
41,SARAH,MATTHEWS,AUS,14   44. | 22-  39. [41.42],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
42,LAMU,RENQING,CHN,15   37. | 20-  43. [41.45],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
43,HYOJUNG,KIM,KOR,15   37. | 19-  45. [42.39],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
44,NADEZHDA,BRYAKINA,KAZ,14+  43. | 19-  45. [44.23],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
45,LIUBOV,SHAGINA,RUS,11   48. | 20+  42. [45.13],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
46,ALIYA,ISKAKOVA,KAZ,11+  47. | 20-  43. [45.22],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
47,ANASTASSIYA,BRYAKINA,KAZ,14-  45. | 17+  47. [45.99],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
48,TAMAR,MELADZE,GEO,13-  46. | 14-  49. [47.48],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
49,EGLE,KIRDULYTE,LTU,10+  50. | 15+  48. [48.99],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
50,YULIYA,POPOVA,KAZ,11   48. | 11-  50. [49.24],,,Qinghai_(CHN)_2009,30 June - 5 July 2009,Women
1,PATXI,USOBIAGA LAKUNZA,ESP,top  1. | top  1. [12.71],top,48-,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
2,SACHI,AMMA,JPN,top  1. | top  1. [12.71],29.5-,42+,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
3,DAVID,LAMA,AUT,top  1. | top  1. [12.71],28.5+,41,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
4,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [12.71],28.5+,40-,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
5,ADAM,ONDRA,CZE,top  1. | top  1. [12.71],33-,38-,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
6,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [12.71],31+,28,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
7,MANUEL,ROMAIN,FRA,top  1. | top  1. [12.71],top,21,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
8,THOMAS,TAUPORN,GER,top  1. | top  1. [12.71],29.5-,19-,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
9,GAUTIER,SUPPER,FRA,top  1. | top  1. [12.71],28.5-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
9,JORG,VERHOEVEN,NED,top  1. | top  1. [12.71],28.5-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
11,JAKOB,SCHUBERT,AUT,top  1. | top  1. [12.71],28-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
12,CÉDRIC,LACHAT,SUI,top  1. | top  1. [12.71],26-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
12,SEAN,MCCOLL,CAN,top  1. | top  1. [12.71],26-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
12,SANGWON,SON,KOR,top  1. | top  1. [12.71],26-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
15,MAGNUS,MIDTBOE,NOR,top  1. | top  1. [12.71],25+,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
16,AURÉLIEN,CULVER,FRA,top  1. | 36-  30. [22.77],25-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
17,FLAVIO,CRESPI,ITA,top  1. | 36   27. [21.82],23,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
18,FLAVIEN,GUERIMAND,FRA,top  1. | 37-  20. [19.12],23-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
19,KAZUMA,WATANABE,JPN,top  1. | 37-  20. [19.12],22-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
20,FABIEN,DUGIT,FRA,top  1. | 36-  30. [22.77],22-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
21,STANISLAV,POPLAVSKIY,RUS,top  1. | 34+  36. [24.74],22-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
22,THOMAS,BALLET,FRA,top  1. | 37-  20. [19.12],21.5,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
23,VALERIY,KRYUKOV,UKR,top  1. | top  1. [12.71],21,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
24,ALEXANDER,MEGOS,GER,top  1. | 35-  34. [24.22],21-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
25,MARIO,LECHNER,AUT,top  1. | top  1. [12.71],19-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
26,IVAN,KAUROV,RUS,top  1. | 35-  34. [24.22],16-,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
27,MARCO ANTONIO,JUBES ANGARITA,ESP,top  1. | 32   38. [25.42],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
28,GABOR,SZEKELY,HUN,top  1. | 32-  39. [25.91],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
29,KLEMEN,BECAN,SLO,6   72. | top  1. [26.15],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
30,GABRIELE,MORONI,ITA,top  1. | 29+  44. [27.35],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
31,IZIDOR,ZUPAN,SLO,top  1. | 29   45. [27.96],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
32,JACOPO,LARCHER,ITA,top  1. | 29-  48. [28.71],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
33,EMMANUEL,LOPEZ,FRA,27+  43. | 39-  19. [29.88],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
34,JAN,HOJER,GER,top  1. | 25-  55. [30.72],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
35,MATEJ,SOVA,SLO,top  1. | 24-  57. [31.26],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
36,FABIEN,COMINA,FRA,27+  43. | 37-  20. [31.79],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
37,MIKHAIL,CHERNIKOV,RUS,28-  40. | 36+  24. [32.02],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
38,CESAR,GROSSO,BRA,31-  34. | 35   32. [33.24],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
39,ERIC,LOPEZ MATEOS,ESP,28-  40. | 36   27. [33.88],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
40,HYUNBIN,MIN,KOR,27+  43. | 36+  24. [34.28],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
40,JIHWAN,PARK,KOR,27+  43. | 36+  24. [34.28],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
42,DIEGO MARTÍN,MARSELLA PRADO,ARG,27+  43. | 36   27. [36.28],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
43,MATHIEU,BOUYOUD,FRA,29   38. | 33+  37. [37.50],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
44,MAGNUS,HÖGSTRÖM,SWE,30+  35. | 30+  41. [37.88],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
45,FRANCOIS,KAISER,FRA,27+  43. | 35   32. [39.08],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
46,NICOLA,DE MATTIA,ITA,29+  37. | 29   45. [41.26],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
47,REMY,BERGASSE,FRA,28-  40. | 30-  42. [41.74],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
48,GABRIEL,JOSSERON,FRA,29-  39. | 27+  52. [45.03],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
49,YURIY,DZYUBYAK,UKR,26-  53. | 32-  39. [45.97],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
50,VICTOR,ESTELLER OCAÑA,ESP,30   36. | 21   64. [48.37],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
51,URBAN,PRIMOZIC,SLO,27+  43. | 28+  50. [48.48],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
52,BENJAMIN,BLASER,SUI,23-  57. | 30-  42. [50.07],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
53,MARTIN,JAGGI,SUI,27+  43. | 25-  55. [51.07],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
54,JURE,BECAN,SLO,23-  57. | 29   45. [52.10],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
55,PIOTR,BUNSCH,POL,27-  52. | 27   53. [52.50],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
56,FELIPE,CAMARGO,BRA,27+  43. | 22-  62. [54.20],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
57,RUDI,MORODER,ITA,23-  57. | 25   54. [56.44],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
58,STEFANO,GHISOLFI,ITA,20+  63. | 28   51. [56.68],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
59,TOMAS MIDTUN,TOBIASSEN,NOR,15-  68. | 29-  48. [57.43],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
60,NICKY,DE LEEUW,NED,26-  53. | 22-  62. [57.83],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
61,ROBIN,GRAY,GER,25   56. | 23-  60. [58.21],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
62,ERIK,GRANDELIUS,SWE,23-  57. | 24-  57. [58.25],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
63,EIRIK BIRKELUND,OLSEN,NOR,23-  57. | 23   59. [59.00],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
64,MANUEL,CORETTI,ITA,25+  55. | 21   64. [59.79],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
65,ERIK,CARLSSON,SWE,22-  62. | 23-  60. [61.25],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
66,THIBAUT,MAURON,SUI,18-  64. | 21   64. [64.75],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
67,DIEGO LUIS,GONZÁLEZ,MEX,17+  66. | 19-  67. [66.75],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
68,PAVLO,VEKLA,UKR,18-  64. | 17-  68. [66.95],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
69,JÜRGEN,REIS,AUT,17+  66. | 17-  68. [67.98],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
70,ZORBEY,AKTUYUN,TUR,9-  69. | 17-  68. [69.25],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
71,UGUR,YILMAZ,TUR,8   70. | 17-  68. [69.75],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
72,AKIN,TASKIRAN,TUR,8-  71. | 15-  72. [71.50],,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Men
1,JOHANNA,ERNST,AUT,top  1. | top  1. [8.25],top,26-,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
2,NATALIJA,GROS,SLO,top  1. | top  1. [8.25],42,26-,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
3,YANA,CHERESHNEVA,RUS,top  1. | top  1. [8.25],39-,26-,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
4,CAROLINE,CIAVALDINI,FRA,top  1. | top  1. [8.25],42-,19-,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
