Rank,Name,,Country,Qualification,Semi-final,Final
1,SORATO,ANRAKU,JPN,1.41,top,39+
2,SHION,OMATA,JPN,3.46,34+,30+
3,TAISEI,HOMMA,JPN,1.41,top,26+
4,YOSHIYUKI,OGATA,JPN,12.89,34+,26+
5,YUNCHAN,SONG,KOR,9.54,42+,24+
6,AO,YURIKUSA,JPN,10.68,38+,23+
7,SASCHA,LEHMANN,SUI,5.05,38+,23
8,NICOLAS,COLLIN,BEL,15.65,37+,23
9,MARTIN,STRANIK,CZE,18.23,34+,
10,SEBASTIAN,HALENKE,GER,24.6,34+,
11,NINO,GRÜNENFELDER,SUI,20.33,34,
12,MASAHIRO,HIGUCHI,JPN,8.06,33+,
13,MARTIN,BERGANT,SLO,16.31,33+,
14,SATONE,YOSHIDA,JPN,5.2,32+,
15,SIMON,LORENZI,BEL,14.2,31,
16,NEO,SUZUKI,JPN,6.54,30+,
17,YANNICK,NAGEL,GER,15.29,30+,
18,STEFAN,SCHERZ,AUT,24.45,30,
19,FILIP,SCHENK,ITA,9.75,29,
20,JONAS,UTELLI,SUI,12.89,29,
21,ANZE,PEHARC,SLO,14.2,29,
22,JINBIN,HUANG,CHN,24.25,28+,
23,CHRISTOPH,HANKE,GER,21.82,27+,
24,HARUKI,UEMURA,JPN,18.91,23+,
25,JUNZHE,HU,CHN,23.74,23+,
26,PHILIPP,MARTIN,GER,23.74,19,
27,AMAN,VARMA,IND,25.42,,
28,MARCELLO,BOMBARDI,ITA,27.75,,
28,HANWOOL,KIM,KOR,27.75,,
28,HYUNBIN,MIN,KOR,27.75,,
28,RAVIANDI,RAMADHAN,INA,27.75,,
32,YUVAL,SHEMLA,ISR,31.02,,
33,SANTIAGO,DE ALBA FLORES,MEX,32.62,,
34,FELIPE,HO FOGANHOLO,BRA,33.17,,
34,NIKOLAY,RUSEV,BUL,33.17,,
36,CHI-FUNG,AU,HKG,33.26,,
37,JINWEI,YAO,CHN,34.09,,
38,AUSWIN,AUEAREECHIT,THA,34.7,,
39,NATHAN,MARTIN,LUX,35.75,,
40,GUOQING,NI,CHN,36.49,,
40,NIMA,SANGZHU,CHN,36.49,,
42,YONGCHEN,CHEN,CHN,40.41,,
43,GREGOR,VEZONIK,SLO,40.74,,
44,CHEUNG-CHI SHOJI,CHAN,HKG,43.09,,
45,ZAN,LOVENJAK SUDAR,SLO,44.0,,
45,TIES,VANCRAEYNEST,BEL,44.0,,
47,YING-CHIEH,WEN,TPE,45.22,,
48,FAZAL,WADOOD,PAK,48.0,,
