FName,LName,full_name,ExtraData,AthleteURL
HANA,KOIKE,HANA KOIKE,JPN • 2005,https://ifsc.results.info/#/athlete/11784
VALENTINA,AGUADO,VALENTINA AGUADO,ARG • 2001,https://ifsc.results.info/#/athlete/3161
LUCIJA,TARKUS,LUCIJA TARKUS,SLO • 2003,https://ifsc.results.info/#/athlete/1181
HOLLY,TOOTHILL,HOLLY TOOTHILL,GBR • 2001,https://ifsc.results.info/#/athlete/694
AFRA,HÖNIG,AFRA HÖNIG,GER • 1995,https://ifsc.results.info/#/athlete/3354
MOLLY,THOMPSON-SMITH,MOLLY THOMPSON-SMITH,GBR • 1997,https://ifsc.results.info/#/athlete/642
LEONIE,LOCHNER,LEONIE LOCHNER,GER • 2000,https://ifsc.results.info/#/athlete/2018
ADRIENE AKIKO,CLARK,ADRIENE AKIKO CLARK,USA • 2004,https://ifsc.results.info/#/athlete/13020
MANON,HILY,MANON HILY,FRA • 1994,https://ifsc.results.info/#/athlete/462
MIRA,CAPICCHIONI,MIRA CAPICCHIONI,USA • 2005,https://ifsc.results.info/#/athlete/11790
JULIJA,KRUDER,JULIJA KRUDER,SLO • 1997,https://ifsc.results.info/#/athlete/1137
SANDRA,LETTNER,SANDRA LETTNER,AUT • 2001,https://ifsc.results.info/#/athlete/1270
ARANTZA,LUNA VELASCO,ARANTZA LUNA VELASCO,MEX • 2001,https://ifsc.results.info/#/athlete/4206
QUINN,MASON,QUINN MASON,USA • 2003,https://ifsc.results.info/#/athlete/1914
REBECCA,FRANGOS,REBECCA FRANGOS,CAN • 1997,https://ifsc.results.info/#/athlete/1577
MARKETA,JANOSOVA,MARKETA JANOSOVA,CZE • 2004,https://ifsc.results.info/#/athlete/1453
MARIANA,HANGGI CORREIA,MARIANA HANGGI CORREIA,BRA • 2006,https://ifsc.results.info/#/athlete/12902
ZOE,BITTERS,ZOE BITTERS,USA • 2002,https://ifsc.results.info/#/athlete/14556
MARTINA,CASTRO,MARTINA CASTRO,CHI • 2005,https://ifsc.results.info/#/athlete/13971
MARÍA FERNANDA,HIDALGO AMEZQUITA,MARÍA FERNANDA HIDALGO AMEZQUITA,MEX • 2001,https://ifsc.results.info/#/athlete/4220
LAURA,FARHAT DE ARAUJO FRAGA TIMO,LAURA FARHAT DE ARAUJO FRAGA TIMO,BRA • 2007,https://ifsc.results.info/#/athlete/12901
ZOE,GARCIA MOLINA,ZOE GARCIA MOLINA,ARG • 2004,https://ifsc.results.info/#/athlete/11998
SOFIA ALEJANDRA,HERRERA VEGA CENTENO,SOFIA ALEJANDRA HERRERA VEGA CENTENO,PER • 1995,https://ifsc.results.info/#/athlete/11650
ADAM,ONDRA,ADAM ONDRA,CZE • 1993,https://ifsc.results.info/#/athlete/1364
ALEXANDER,MEGOS,ALEXANDER MEGOS,GER • 1993,https://ifsc.results.info/#/athlete/2574
GABRIELE,MORONI,GABRIELE MORONI,ITA • 1987,https://ifsc.results.info/#/athlete/849
ARTHUR,LE BRIS,ARTHUR LE BRIS,FRA • 2002,https://ifsc.results.info/#/athlete/12509
JULIEN,CLÉMENCE,JULIEN CLÉMENCE,SUI • 2001,https://ifsc.results.info/#/athlete/4283
ENEKO,CARRETERO CRUZ,ENEKO CARRETERO CRUZ,ESP • 2001,https://ifsc.results.info/#/athlete/818
CHI-FUNG,AU,CHI-FUNG AU,HKG • 1995,https://ifsc.results.info/#/athlete/2217
GUILLERMO,PEINADO FRANGANILLO,GUILLERMO PEINADO FRANGANILLO,ESP • 2005,https://ifsc.results.info/#/athlete/13316
AIDEN,YANEV,AIDEN YANEV,AUS • 2003,https://ifsc.results.info/#/athlete/2567
PAUL,BRAND,PAUL BRAND,NED • 2003,https://ifsc.results.info/#/athlete/3607
FREDRIK,SERLACHIUS,FREDRIK SERLACHIUS,SWE • 1998,https://ifsc.results.info/#/athlete/2670
MARTIN,STRANIK,MARTIN STRANIK,CZE • 1990,https://ifsc.results.info/#/athlete/1361
MAXIM,PARE,MAXIM PARE,AUS • 2003,https://ifsc.results.info/#/athlete/2565
PETER,KURIC,PETER KURIC,SVK • 2001,https://ifsc.results.info/#/athlete/2767
KINDAR,MCNAMEE,KINDAR MCNAMEE,CAN • 2002,https://ifsc.results.info/#/athlete/1647
TUUKKA,SIMONEN,TUUKKA SIMONEN,FIN • 2002,https://ifsc.results.info/#/athlete/12460
STEPAN,STRANIK,STEPAN STRANIK,CZE • 1987,https://ifsc.results.info/#/athlete/1357
JACHYM,CINK,JACHYM CINK,CZE • 2003,https://ifsc.results.info/#/athlete/1434
ARTYOM,DEVYATERIKOV,ARTYOM DEVYATERIKOV,KAZ • 1987,https://ifsc.results.info/#/athlete/3358
BENJAMIN,AYALA,BENJAMIN AYALA,CHI • 1997,https://ifsc.results.info/#/athlete/3903
ROBERT,LUBY,ROBERT LUBY,SVK • 1996,https://ifsc.results.info/#/athlete/2769
RICHARD,SCHWARK,RICHARD SCHWARK,BRA • 2002,https://ifsc.results.info/#/athlete/14538
ALEXEY,PANFILOV,ALEXEY PANFILOV,KAZ • 1997,https://ifsc.results.info/#/athlete/3367
BENJAMIN,VARGAS,BENJAMIN VARGAS,CHI • 1999,https://ifsc.results.info/#/athlete/3916
IOANNIS-FILIPPOS,NOEL-BAKER,IOANNIS-FILIPPOS NOEL-BAKER,GRE • 2003,https://ifsc.results.info/#/athlete/11636
SIMON,POTUCEK,SIMON POTUCEK,CZE • 2001,https://ifsc.results.info/#/athlete/1418
CALRIN,CURTIS,CALRIN CURTIS,RSA • 1993,https://ifsc.results.info/#/athlete/1052
LAUTARO NICOLÁS,SORIA SANCHEZ,LAUTARO NICOLÁS SORIA SANCHEZ,ARG • 1995,https://ifsc.results.info/#/athlete/14439
MATIAS,OCHOA MARCOS,MATIAS OCHOA MARCOS,ARG • 2001,https://ifsc.results.info/#/athlete/12054
VIKTOR,TRPOVSKI,VIKTOR TRPOVSKI,MKD • 2000,https://ifsc.results.info/#/athlete/3188
DON,VAN LAERE,DON VAN LAERE,NED • 1999,https://ifsc.results.info/#/athlete/3591
JANJA,GARNBRET,JANJA GARNBRET,SLO • 1999,https://ifsc.results.info/#/athlete/1147
FLAVY,COHAUT,FLAVY COHAUT,FRA • 2001,https://ifsc.results.info/#/athlete/553
GIULIA,MEDICI,GIULIA MEDICI,ITA • 1999,https://ifsc.results.info/#/athlete/910
ANNE,ACKRE,ANNE ACKRE,NOR • 2003,https://ifsc.results.info/#/athlete/13272
LISA,KLEM,LISA KLEM,NED • 2004,https://ifsc.results.info/#/athlete/3622
LUCKA,RAKOVEC,LUCKA RAKOVEC,SLO • 2001,https://ifsc.results.info/#/athlete/1160
DARIA,NESTERENKO,DARIA NESTERENKO,UKR • 2003,https://ifsc.results.info/#/athlete/11624
NATALIE,BÄRTSCHI,NATALIE BÄRTSCHI,SUI • 1994,https://ifsc.results.info/#/athlete/4293
MARGARITA,AGAMBAYEVA,MARGARITA AGAMBAYEVA,KAZ • 1999,https://ifsc.results.info/#/athlete/3374
EVANGELINA,BRIGGS,EVANGELINA BRIGGS,CAN • 2006,https://ifsc.results.info/#/athlete/13661
ARINA,JURCENKO,ARINA JURCENKO,CZE • 2006,https://ifsc.results.info/#/athlete/12330
SUNNIVA EIK,HAAVE,SUNNIVA EIK HAAVE,NOR • 1997,https://ifsc.results.info/#/athlete/3068
BARBORA,ZITKOVA,BARBORA ZITKOVA,CZE • 2005,https://ifsc.results.info/#/athlete/14291
ALEJANDRA,CONTRERAS,ALEJANDRA CONTRERAS,CHI • 2000,https://ifsc.results.info/#/athlete/3911
ARTA,MATELSONE,ARTA MATELSONE,LAT • 1997,https://ifsc.results.info/#/athlete/12296
SANDRA,HOPFENSITZ,SANDRA HOPFENSITZ,GER • 2003,https://ifsc.results.info/#/athlete/11740
SVANA,BJARNASON,SVANA BJARNASON,FRA,https://ifsc.results.info/#/athlete/8573
MIRIAM,DIEZ LUENGO,MIRIAM DIEZ LUENGO,ESP • 2004,https://ifsc.results.info/#/athlete/13412
EMA,GALEOVA,EMA GALEOVA,CZE • 2002,https://ifsc.results.info/#/athlete/12859
MARÍA FERNANDA,GONZÁLEZ RÁMIREZ,MARÍA FERNANDA GONZÁLEZ RÁMIREZ,MEX • 2001,https://ifsc.results.info/#/athlete/4215
EVDOXIA-AIKATERINI,KALLIA,EVDOXIA-AIKATERINI KALLIA,GRE • 2002,https://ifsc.results.info/#/athlete/4121
MUYKUAY,SILVA,MUYKUAY SILVA,CHI • 1998,https://ifsc.results.info/#/athlete/3900
VALERI,KREMER,VALERI KREMER,ISR • 1991,https://ifsc.results.info/#/athlete/3979
ROSA,ARNOLD,ROSA ARNOLD,FIN • 2006,https://ifsc.results.info/#/athlete/12623
LEO,FAVOT,LEO FAVOT,FRA • 2000,https://ifsc.results.info/#/athlete/574
GHOLAMALI,BARATZADEH,GHOLAMALI BARATZADEH,IRI • 1985,https://ifsc.results.info/#/athlete/3460
PIERRE,LE CERF,PIERRE LE CERF,FRA • 2000,https://ifsc.results.info/#/athlete/546
NICOLÒ,SARTIRANA,NICOLÒ SARTIRANA,ITA • 2003,https://ifsc.results.info/#/athlete/1047
IDO,FIDEL,IDO FIDEL,ISR • 2003,https://ifsc.results.info/#/athlete/4021
YOTAM,BEN REUVEN,YOTAM BEN REUVEN,ISR • 2001,https://ifsc.results.info/#/athlete/4046
JOSEPH,XIBERRAS,JOSEPH XIBERRAS,GBR • 2004,https://ifsc.results.info/#/athlete/735
RADIN,FOROUGHIAN,RADIN FOROUGHIAN,IRI • 2004,https://ifsc.results.info/#/athlete/12074
PIETRO,VIDI,PIETRO VIDI,ITA • 2002,https://ifsc.results.info/#/athlete/12815
MARTIN,BERGANT,MARTIN BERGANT,SLO • 1996,https://ifsc.results.info/#/athlete/1135
ANTOINE,GIRARD,ANTOINE GIRARD,FRA • 2000,https://ifsc.results.info/#/athlete/12306
DAVIDE MARCO,COLOMBO,DAVIDE MARCO COLOMBO,ITA • 2002,https://ifsc.results.info/#/athlete/953
JOAQUIN,URRUTIA,JOAQUIN URRUTIA,CHI • 2005,https://ifsc.results.info/#/athlete/11862
VAIDOTAS,MONSTAVICIUS,VAIDOTAS MONSTAVICIUS,LTU • 1990,https://ifsc.results.info/#/athlete/12863
JOVAN,IVANOV,JOVAN IVANOV,MKD • 1990,https://ifsc.results.info/#/athlete/5804
MATEJ,MARKOV,MATEJ MARKOV,MKD • 2007,https://ifsc.results.info/#/athlete/14601
DANIEL ALEJANDRO,MERINO ORDÓÑEZ,DANIEL ALEJANDRO MERINO ORDÓÑEZ,HON • 2001,https://ifsc.results.info/#/athlete/14636
PHEAKTRA,SAMBATH,PHEAKTRA SAMBATH,CAM • 2001,https://ifsc.results.info/#/athlete/14643
TOIVO,ELORANTA,TOIVO ELORANTA,FIN • 2006,https://ifsc.results.info/#/athlete/14602
BAUTISTA,GREGORINI,BAUTISTA GREGORINI,ARG • 2002,https://ifsc.results.info/#/athlete/12026
MARCELO IGNACIO,VARGAS CLAROS,MARCELO IGNACIO VARGAS CLAROS,ESA • 2001,https://ifsc.results.info/#/athlete/14641
MICHAIL,VOLYRAKIS,MICHAIL VOLYRAKIS,GRE • 1999,https://ifsc.results.info/#/athlete/13686
MIRIAM,FOGU,MIRIAM FOGU,ITA • 2002,https://ifsc.results.info/#/athlete/991
AIDA,TORRES ILLAMOLA,AIDA TORRES ILLAMOLA,ESP • 2002,https://ifsc.results.info/#/athlete/841
ELNAZ,REKABI,ELNAZ REKABI,IRI • 1989,https://ifsc.results.info/#/athlete/3465
REBECA,PÉREZ DUATO,REBECA PÉREZ DUATO,ESP • 1998,https://ifsc.results.info/#/athlete/13450
MAYA,DREAMER,MAYA DREAMER,ISR • 2001,https://ifsc.results.info/#/athlete/4018
CLAUDIA,GHISOLFI,CLAUDIA GHISOLFI,ITA • 1996,https://ifsc.results.info/#/athlete/860
CATERINA,DAL ZOTTO,CATERINA DAL ZOTTO,ITA • 2003,https://ifsc.results.info/#/athlete/1039
JORDYN,DAMASCO,JORDYN DAMASCO,AUS • 2003,https://ifsc.results.info/#/athlete/2564
ROCIO AILEN,BECERRA,ROCIO AILEN BECERRA,ARG • 1999,https://ifsc.results.info/#/athlete/3160
ALEXANDRA,KATERI,ALEXANDRA KATERI,GRE • 1989,https://ifsc.results.info/#/athlete/13721
IGNACIA,MELLADO QUINTEROS,IGNACIA MELLADO QUINTEROS,CHI • 2002,https://ifsc.results.info/#/athlete/11420
RAHIL,RAMEZANI,RAHIL RAMEZANI,IRI • 2001,https://ifsc.results.info/#/athlete/3525
SARA,TRAJKOSKA,SARA TRAJKOSKA,MKD • 2006,https://ifsc.results.info/#/athlete/12939
IRIS PAMELA,DURON ANTONIO,IRIS PAMELA DURON ANTONIO,HON • 2000,https://ifsc.results.info/#/athlete/14637
GRECIA DANIELA,HERNANDEZ GUERRERO,GRECIA DANIELA HERNANDEZ GUERRERO,ESA • 2006,https://ifsc.results.info/#/athlete/14677
VINNITH,IM,VINNITH IM,CAM • 2006,https://ifsc.results.info/#/athlete/14644
ILJA,AUERSPERG,ILJA AUERSPERG,AUT • 2006,https://ifsc.results.info/#/athlete/12500
ANDREAS,HOFHERR,ANDREAS HOFHERR,AUT • 2003,https://ifsc.results.info/#/athlete/1282
NIMRÓD SEBESTYÉN,TUSNÁDY,NIMRÓD SEBESTYÉN TUSNÁDY,HUN • 2004,https://ifsc.results.info/#/athlete/2201
DOMINIK,HAERTL,DOMINIK HAERTL,AUT • 1999,https://ifsc.results.info/#/athlete/1262
JULIAN,WIMMER,JULIAN WIMMER,AUT • 2005,https://ifsc.results.info/#/athlete/11580
MAXIMILIAN,LENZ,MAXIMILIAN LENZ,AUT • 2003,https://ifsc.results.info/#/athlete/1332
SHION,OMATA,SHION OMATA,JPN • 2006,https://ifsc.results.info/#/athlete/13986
MIKEL ASIER,LINACISORO MOLINA,MIKEL ASIER LINACISORO MOLINA,ESP • 2000,https://ifsc.results.info/#/athlete/793
SAMUEL,BUTTERWORTH,SAMUEL BUTTERWORTH,GBR • 2001,https://ifsc.results.info/#/athlete/12237
YUVAL,SHEMLA,YUVAL SHEMLA,ISR • 1998,https://ifsc.results.info/#/athlete/3989
HECTOR,LOPEZ VALDEZ,HECTOR LOPEZ VALDEZ,MEX • 1995,https://ifsc.results.info/#/athlete/6393
TIMO,UZNIK,TIMO UZNIK,AUT • 2006,https://ifsc.results.info/#/athlete/12382
JONAS,UTELLI,JONAS UTELLI,SUI • 2003,https://ifsc.results.info/#/athlete/3883
GIANSTEFANO,DI NINO,GIANSTEFANO DI NINO,VEN • 2003,https://ifsc.results.info/#/athlete/12027
ORFEAS,TSIAOUSIS,ORFEAS TSIAOUSIS,GRE • 1999,https://ifsc.results.info/#/athlete/4119
GUÐMUNDUR FREYR,ARNARSON,GUÐMUNDUR FREYR ARNARSON,ISL • 1998,https://ifsc.results.info/#/athlete/14481
LUIS,CASTELLANOS,LUIS CASTELLANOS,VEN • 1995,https://ifsc.results.info/#/athlete/10886
ROMAN,SIVAKOV,ROMAN SIVAKOV,LTU • 2003,https://ifsc.results.info/#/athlete/4391
BIRGIR ÓLI,SNORRASON,BIRGIR ÓLI SNORRASON,ISL • 1995,https://ifsc.results.info/#/athlete/14482
REZA,KOLASANGIAN,REZA KOLASANGIAN,IRI • 1992,https://ifsc.results.info/#/athlete/3484
MARTINA,BURŠÍKOVÁ,MARTINA BURŠÍKOVÁ,SVK • 2006,https://ifsc.results.info/#/athlete/12348
VITA,LUKAN,VITA LUKAN,SLO • 2000,https://ifsc.results.info/#/athlete/1153
IZIAR,MARTÍNEZ ALMENDROS,IZIAR MARTÍNEZ ALMENDROS,ESP • 2005,https://ifsc.results.info/#/athlete/12358
LOUISE,FLOCKHART,LOUISE FLOCKHART,GBR • 2004,https://ifsc.results.info/#/athlete/742
LUCY,GARLICK,LUCY GARLICK,GBR • 2007,https://ifsc.results.info/#/athlete/12947
LUCIE,DELCOIGNE,LUCIE DELCOIGNE,BEL • 2002,https://ifsc.results.info/#/athlete/349
ANNA MARIA,APEL,ANNA MARIA APEL,GER • 2005,https://ifsc.results.info/#/athlete/12336
ANNA,BOLIUS,ANNA BOLIUS,AUT • 2007,https://ifsc.results.info/#/athlete/12597
LEA,KEMPF,LEA KEMPF,AUT • 2004,https://ifsc.results.info/#/athlete/1285
ARIANE,FRANKEN,ARIANE FRANKEN,AUT • 2005,https://ifsc.results.info/#/athlete/12383
LEONIE,HOFER,LEONIE HOFER,ITA • 2006,https://ifsc.results.info/#/athlete/12519
ANJA,SANTINI MIKULIĆ,ANJA SANTINI MIKULIĆ,CRO • 2005,https://ifsc.results.info/#/athlete/12507
LIANET,CASTILLO,LIANET CASTILLO,VEN • 2003,https://ifsc.results.info/#/athlete/11989
LYNN,VAN DER MEER,LYNN VAN DER MEER,NED • 1999,https://ifsc.results.info/#/athlete/3594
MAYA,KLAUNZER,MAYA KLAUNZER,AUT • 2004,https://ifsc.results.info/#/athlete/13403
TEGWEN,OATES,TEGWEN OATES,RSA • 2003,https://ifsc.results.info/#/athlete/12308
DANAI,VALSAMIDI,DANAI VALSAMIDI,GRE • 2003,https://ifsc.results.info/#/athlete/4135
ARIANE,JANATA-BURNS,ARIANE JANATA-BURNS,RSA • 2006,https://ifsc.results.info/#/athlete/13780
LUCIE,WATILLON,LUCIE WATILLON,BEL • 2003,https://ifsc.results.info/#/athlete/363
STEFANO,GHISOLFI,STEFANO GHISOLFI,ITA • 1993,https://ifsc.results.info/#/athlete/855
GERGŐ,VÁLYI,GERGŐ VÁLYI,HUN • 2004,https://ifsc.results.info/#/athlete/2203
MEL,JANSE VAN RENSBURG,MEL JANSE VAN RENSBURG,RSA • 2001,https://ifsc.results.info/#/athlete/1095
MYKHAYIL,TKACHUK,MYKHAYIL TKACHUK,UKR • 2000,https://ifsc.results.info/#/athlete/1502
PUTRA,TRI RAMADANI,PUTRA TRI RAMADANI,INA • 2005,https://ifsc.results.info/#/athlete/14090
CAMPBELL,HARRISON,CAMPBELL HARRISON,AUS • 1997,https://ifsc.results.info/#/athlete/2493
GIORGIO,TOMATIS,GIORGIO TOMATIS,ITA • 2003,https://ifsc.results.info/#/athlete/1005
ALBIN,MEYER,ALBIN MEYER,SWE • 2004,https://ifsc.results.info/#/athlete/12255
ROMAN,VASKO,ROMAN VASKO,UKR • 1996,https://ifsc.results.info/#/athlete/8672
ALEJO,SUTER,ALEJO SUTER,ARG • 2007,https://ifsc.results.info/#/athlete/13828
GABRIEL,KERN,GABRIEL KERN,SWE • 2006,https://ifsc.results.info/#/athlete/12250
FREDERIK,VIBERG CHRISTIANSEN,FREDERIK VIBERG CHRISTIANSEN,DEN • 2001,https://ifsc.results.info/#/athlete/11518
LEÓN,PINO,LEÓN PINO,CHI • 1999,https://ifsc.results.info/#/athlete/14651
DOHYEON,KIM,DOHYEON KIM,KOR • 2005,https://ifsc.results.info/#/athlete/11859
TULIO,OBREGON,TULIO OBREGON,ECU • 2003,https://ifsc.results.info/#/athlete/12019
MUHAMMAD FERZA FERNADA,ABDI,MUHAMMAD FERZA FERNADA ABDI,INA • 2003,https://ifsc.results.info/#/athlete/13548
MOHAMMADAMIN,YAZDIZAD,MOHAMMADAMIN YAZDIZAD,IRI • 1999,https://ifsc.results.info/#/athlete/3548
BOYAN,KIROV,BOYAN KIROV,BUL • 2007,https://ifsc.results.info/#/athlete/12513
DIEGO ERNESTO,VÁZQUEZ,DIEGO ERNESTO VÁZQUEZ,MEX • 1994,https://ifsc.results.info/#/athlete/14653
MUHAMMAD,RIZKY SYAHRAFLI SIMATUPANG,MUHAMMAD RIZKY SYAHRAFLI SIMATUPANG,INA • 2004,https://ifsc.results.info/#/athlete/12870
EMILIO,FLORES,EMILIO FLORES,GUA • 2006,https://ifsc.results.info/#/athlete/14762
TEERAPHON,BOONDECH,TEERAPHON BOONDECH,THA • 2001,https://ifsc.results.info/#/athlete/3938
LOVRE,ČULIĆ,LOVRE ČULIĆ,CRO • 2007,https://ifsc.results.info/#/athlete/12692
AZAT,MAIKOTOV,AZAT MAIKOTOV,KAZ • 2003,https://ifsc.results.info/#/athlete/13067
SIGRID,BIM,SIGRID BIM,INA • 1999,https://ifsc.results.info/#/athlete/10705
SANTIAGO,DE ALBA FLORES,SANTIAGO DE ALBA FLORES,MEX • 1992,https://ifsc.results.info/#/athlete/6092
KENU,PUERTA WONG,KENU PUERTA WONG,PER • 2006,https://ifsc.results.info/#/athlete/14888
EMILIANO,TORRIJO,EMILIANO TORRIJO,CHI • 2001,https://ifsc.results.info/#/athlete/12057
MUSAUWIR,MUSAUWIR,MUSAUWIR MUSAUWIR,INA • 2004,https://ifsc.results.info/#/athlete/12872
HRITIK,MARNE,HRITIK MARNE,IND • 2000,https://ifsc.results.info/#/athlete/2658
KEIT,NURGA,KEIT NURGA,EST • 1997,https://ifsc.results.info/#/athlete/11520
TIES,VANCRAEYNEST,TIES VANCRAEYNEST,BEL • 2003,https://ifsc.results.info/#/athlete/356
ANASTASIA,KOBETS,ANASTASIA KOBETS,UKR • 2006,https://ifsc.results.info/#/athlete/12562
SARINA,GHAFFARI,SARINA GHAFFARI,IRI • 2006,https://ifsc.results.info/#/athlete/14865
REGINA,SALAZAR PUGA,REGINA SALAZAR PUGA,MEX • 2003,https://ifsc.results.info/#/athlete/4224
JIL,COUTURE,JIL COUTURE,SUI • 2006,https://ifsc.results.info/#/athlete/12221
EMILIA,DAVILA,EMILIA DAVILA,ECU • 2006,https://ifsc.results.info/#/athlete/14742
BIANCA,DE MAGALHAES DE CASTRO,BIANCA DE MAGALHAES DE CASTRO,BRA • 1988,https://ifsc.results.info/#/athlete/11614
NIKA,POTAPOVA,NIKA POTAPOVA,UKR • 2003,https://ifsc.results.info/#/athlete/1526
ARANTZA,FERNÁNDEZ GUTIERREZ,ARANTZA FERNÁNDEZ GUTIERREZ,MEX • 2002,https://ifsc.results.info/#/athlete/4227
MELISSA ESTHER,CHEN CHEN,MELISSA ESTHER CHEN CHEN,PER • 1999,https://ifsc.results.info/#/athlete/13220
MATILDE,CABEZAS,MATILDE CABEZAS,CHI • 2007,https://ifsc.results.info/#/athlete/13974
SILVANA LOURDES,LEYTON MATTO,SILVANA LOURDES LEYTON MATTO,PER • 2006,https://ifsc.results.info/#/athlete/14013
RATTANKORN,SUTHAPHAISANWITHAYA,RATTANKORN SUTHAPHAISANWITHAYA,THA • 2007,https://ifsc.results.info/#/athlete/13845
FUJIYANTI,WIDIA,FUJIYANTI WIDIA,INA • 1999,https://ifsc.results.info/#/athlete/11259
SUKMA,LINTANG CAHYANI,SUKMA LINTANG CAHYANI,INA • 2004,https://ifsc.results.info/#/athlete/11372
VIKTORIYA,ADAMENKO,VIKTORIYA ADAMENKO,KAZ • 2006,https://ifsc.results.info/#/athlete/13072
SATONE,YOSHIDA,SATONE YOSHIDA,JPN • 2004,https://ifsc.results.info/#/athlete/11390
MASAHIRO,HIGUCHI,MASAHIRO HIGUCHI,JPN • 1992,https://ifsc.results.info/#/athlete/2261
TAISEI,HOMMA,TAISEI HOMMA,JPN • 1999,https://ifsc.results.info/#/athlete/2370
MILAN,PRESKAR,MILAN PRESKAR,SLO • 1996,https://ifsc.results.info/#/athlete/1134
MATHIAS,POSCH,MATHIAS POSCH,AUT • 1999,https://ifsc.results.info/#/athlete/1251
NAO,MONCHOIS,NAO MONCHOIS,FRA • 1998,https://ifsc.results.info/#/athlete/519
JULES,MARCHALAND,JULES MARCHALAND,FRA • 2001,https://ifsc.results.info/#/athlete/605
LOUIS,GUNDOLF,LOUIS GUNDOLF,AUT • 2001,https://ifsc.results.info/#/athlete/1277
NINO,GRÜNENFELDER,NINO GRÜNENFELDER,SUI • 2001,https://ifsc.results.info/#/athlete/4284
RAFFAEL,GRUBER,RAFFAEL GRUBER,AUT • 2006,https://ifsc.results.info/#/athlete/12313
DIMITRI,VOGT,DIMITRI VOGT,SUI • 1997,https://ifsc.results.info/#/athlete/3427
GIORGIO,BENDAZZOLI,GIORGIO BENDAZZOLI,ITA • 1999,https://ifsc.results.info/#/athlete/893
CHRISTOPH,HANKE,CHRISTOPH HANKE,GER • 1994,https://ifsc.results.info/#/athlete/2014
JOHANNES,HOFHERR,JOHANNES HOFHERR,AUT • 2002,https://ifsc.results.info/#/athlete/1283
PHILIPP,MARTIN,PHILIPP MARTIN,GER • 1994,https://ifsc.results.info/#/athlete/765
LOVRO,CREP,LOVRO CREP,SLO • 2004,https://ifsc.results.info/#/athlete/11915
ILLIA,BAKHMET-SMOLENSKYI,ILLIA BAKHMET-SMOLENSKYI,UKR • 2005,https://ifsc.results.info/#/athlete/11572
TOMAS,PLEVKO,TOMAS PLEVKO,SVK • 1999,https://ifsc.results.info/#/athlete/2763
SALOMÉ,ROMAIN,SALOMÉ ROMAIN,FRA • 1996,https://ifsc.results.info/#/athlete/467
JULIA,CHANOURDIE,JULIA CHANOURDIE,FRA • 1996,https://ifsc.results.info/#/athlete/466
MATTEA,PÖTZI,MATTEA PÖTZI,AUT • 2000,https://ifsc.results.info/#/athlete/1266
NATSUKI,TANII,NATSUKI TANII,JPN • 2003,https://ifsc.results.info/#/athlete/2381
LANA,SKUSEK,LANA SKUSEK,SLO • 2000,https://ifsc.results.info/#/athlete/1155
EVA MARIA,HAMMELMÜLLER,EVA MARIA HAMMELMÜLLER,AUT • 2000,https://ifsc.results.info/#/athlete/1259
MARTINA,DEMMEL,MARTINA DEMMEL,GER • 2001,https://ifsc.results.info/#/athlete/12324
TEREZA,SIRUCKOVA,TEREZA SIRUCKOVA,CZE • 2003,https://ifsc.results.info/#/athlete/1447
TINA JOHNSEN,HAFSAAS,TINA JOHNSEN HAFSAAS,NOR • 1994,https://ifsc.results.info/#/athlete/3060
JULIA,FISER,JULIA FISER,AUT • 1997,https://ifsc.results.info/#/athlete/1239
SOPHIA,AVENDER,SOPHIA AVENDER,AUT • 2007,https://ifsc.results.info/#/athlete/12778
KÄTHE,ATKINS,KÄTHE ATKINS,GER • 2001,https://ifsc.results.info/#/athlete/3424
MICHELLE,HULLIGER,MICHELLE HULLIGER,SUI • 1999,https://ifsc.results.info/#/athlete/4301
CHLOE,EARLE,CHLOE EARLE,CAN • 2000,https://ifsc.results.info/#/athlete/1617
HARUKI,UEMURA,HARUKI UEMURA,JPN • 2004,https://ifsc.results.info/#/athlete/11850
NEO,SUZUKI,NEO SUZUKI,JPN • 2004,https://ifsc.results.info/#/athlete/14606
JORDI,POLES,JORDI POLES,FRA • 2003,https://ifsc.results.info/#/athlete/606
DIMITRI,FLICK,DIMITRI FLICK,SUI • 1999,https://ifsc.results.info/#/athlete/13722
RAVIANDI,RAMADHAN,RAVIANDI RAMADHAN,INA • 2002,https://ifsc.results.info/#/athlete/3332
RAVIANTO,RAMADHAN,RAVIANTO RAMADHAN,INA • 2002,https://ifsc.results.info/#/athlete/3331
AUSWIN,AUEAREECHIT,AUSWIN AUEAREECHIT,THA • 2007,https://ifsc.results.info/#/athlete/13842
ALIREZA,PILEHFOROUSHAN,ALIREZA PILEHFOROUSHAN,IRI • 2000,https://ifsc.results.info/#/athlete/3543
LUCA,MALOSTI,LUCA MALOSTI,ITA • 2003,https://ifsc.results.info/#/athlete/12814
DARIO,JOST,DARIO JOST,SUI • 2003,https://ifsc.results.info/#/athlete/3885
LEONID,OSADCHYI,LEONID OSADCHYI,UKR • 2001,https://ifsc.results.info/#/athlete/1513
MIU,KAKIZAKI,MIU KAKIZAKI,JPN • 2003,https://ifsc.results.info/#/athlete/12846
ILARIA,SCOLARIS,ILARIA SCOLARIS,ITA • 1998,https://ifsc.results.info/#/athlete/895
ZOÉ,EGLI,ZOÉ EGLI,SUI • 2002,https://ifsc.results.info/#/athlete/3880
