Rank,Name,,Country,Qualification,Semi-final,Final
1,LUKA,POTOCAR,SLO,6.12,39+,30+
2,SASCHA,LEHMANN,SUI,2.24,37,30+
3,YANNICK,FLOHÉ,GER,8.5,42+,29+
4,AO,YURIKUSA,JPN,1.41,42+,25+
5,ALBERTO,GINÉS LÓPEZ,ESP,4.47,34+,25+
6,TAISEI,HOMMA,JPN,5.48,34,25+
7,YOSHIYUKI,OGATA,JPN,6.12,37,22+
8,SATONE,YOSHIDA,JPN,7.14,34,17+
9,ALEXANDER,MEGOS,GER,5.05,33+,
10,HAMISH,MCARTHUR,GBR,9.45,33+,
11,MASAHIRO,HIGUCHI,JPN,10.25,33+,
12,SEBASTIAN,HALENKE,GER,15.38,33+,
13,JULES,MARCHALAND,FRA,11.46,32+,
14,MARCELLO,BOMBARDI,ITA,22.72,32+,
15,DOHYUN,LEE,KOR,12.2,31+,
16,JAMES,POPE,GBR,25.18,30+,
17,NICOLAS,COLLIN,BEL,20.32,30,
18,MARTIN,BERGANT,SLO,22.72,27+,
19,STEFAN,SCHERZ,AUT,25.96,27+,
20,DOMEN,SKOFIC,SLO,16.2,26+,
21,MARTIN,STRANIK,CZE,19.2,24+,
22,LOUIS,GUNDOLF,AUT,23.64,23+,
23,FILIP,SCHENK,ITA,19.4,23,
24,OSCAR,BAUDRAND,CAN,22.72,22+,
25,ZAN,LOVENJAK SUDAR,SLO,24.97,22+,
26,GIOVANNI,PLACCI,ITA,18.97,16,
27,NATHANIEL,COLEMAN,USA,27.93,,
27,HIDEMASA,NISHIDA,JPN,27.93,,
27,MILAN,PRESKAR,SLO,27.93,,
30,MICHAEL,PICCOLRUAZ,ITA,27.96,,
31,GREGOR,VEZONIK,SLO,30.41,,
32,JESSE,GRUPPER,USA,31.1,,
33,JOHANNES,HOFHERR,AUT,31.94,,
34,GEORG,PARMA,AUT,33.41,,
34,WILLIAM,RIDAL,GBR,33.41,,
36,MIKEL ASIER,LINACISORO MOLINA,ESP,35.1,,
36,ANZE,PEHARC,SLO,35.1,,
36,SIMON,POTUCEK,CZE,35.1,,
39,ALEX,WATERHOUSE,GBR,36.18,,
40,SAMUEL,BUTTERWORTH,GBR,37.74,,
40,MATIC,KOTAR,SLO,37.74,,
42,MATHIAS,POSCH,AUT,39.17,,
43,CHEUNG-CHI SHOJI,CHAN,HKG,40.45,,
44,CHI-FUNG,AU,HKG,41.16,,
45,DIEGO,FOURBET,FRA,43.01,,
46,NINO,GRÜNENFELDER,SUI,43.36,,
47,VICTOR,BAUDRAND,CAN,43.43,,
48,PHILIPP,MARTIN,GER,43.73,,
49,BENJAMIN,HANNA,USA,44.28,,
50,DIMITRI,FLICK,SUI,47.96,,
51,IGOR,VESELIC,SRB,50.84,,
52,SANTIAGO,DE ALBA FLORES,MEX,50.99,,
52,STEPAN,POTUCEK,CZE,50.99,,
52,TILL,VON BOTHMER,GER,50.99,,
55,TOMAS,PLEVKO,SVK,52.99,,
56,ARSÈNE,DUVAL,FRA,53.96,,
