Rank,Name,,Country,Qualification,Final,event_name,date,gender
26,MARGARITA,AGAMBAYEVA,KAZ,fall,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
27,ERICA,VELEV,CAN,false start,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
1,ASPAR,ASPAR,INA,5.24,5.39,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
2,KIROMAL,KATIBIN,INA,5.436,5.75,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
3,LONG,CAO,CHN,5.35,5.16,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
4,JINBAO,LONG,CHN,5.20,fall,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
5,VEDDRIQ,LEONARDO,INA,5.06,5.15,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
6,RAHARJATI,NURSAMSA,INA,5.40,5.30,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
7,SAMUEL,WATSON,USA,5.46,6.51,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
8,SEUNGBEOM,LEE,KOR,5.508,5.60,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
9,JIANGUO,LONG,CHN,5.30,fall,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
10,EUNCHEOL,SHIN,KOR,5.434,fall,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
11,ADITYA,TRI SYAHRIA,INA,5.44,false start,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
12,ERIK,NOYA CARDONA,ESP,5.504,7.89,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
13,RAHMAD,ADI MULYONO,INA,5.506,fall,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
14,NOAH,BRATSCHI,USA,5.58,6.41,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
15,GUILLAUME,MORO,FRA,5.60,5.64,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
16,JUN,YASUKAWA,JPN,5.625,5.56,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
17,PENG,WU,CHN,5.629,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
18,JOHN,BROSLER,USA,5.63,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
19,ALFIAN,MUHAMMAD FAJRI,INA,5.65,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
20,YAROSLAV,TKACH,UKR,5.67,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
21,ZAENAL,ARIPIN,INA,5.72,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
22,MARCIN,DZIENSKI,POL,5.73,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
23,SEBASTIAN,LUCKE,GER,5.74,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
24,BEKNUR,ALTYNBEKOV,KAZ,5.80,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
25,JOE,GOODACRE,USA,5.87,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
26,LUDOVICO,FOSSALI,ITA,5.88,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
27,YUDAI,IKEDA,JPN,5.96,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
28,GLENN,BAKRI,INA,6.09,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
29,TAEUNG,MOON,KOR,6.23,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
30,RAAMASKI,ASWIN KRISTANTO,INA,6.27,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
31,CHEUNG-CHI SHOJI,CHAN,HKG,6.30,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
32,LINUS,BADER,GER,6.41,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
33,SERGEY,BESMERTNYKH,KAZ,6.45,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
34,DEEPU,MALLESH,IND,6.46,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
35,CHIA HSIANG,LIN,TPE,6.50 (6.809),,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
36,CHEUK-NAM,WONG,HKG,6.50 (6.815),,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
37,YONGJUN,JUNG,KOR,6.57,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
38,MINSU,KANG,KOR,6.62,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
39,RYO,OMASA,JPN,6.69,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
40,YEVGENIY,BRYAKIN,KAZ,6.78,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
41,MOCH,RIZKY SAMUDRA DEWANTARA,INA,6.93,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
42,CHI-FUNG,AU,HKG,6.94,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
43,SAHIL,KHAN,IND,6.97,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
44,JULIAN RONAN,DAVID,NZL,7.83,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
45,SHUTO,FUJINO,JPN,7.92,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
46,MICHAEL,FINN-HENRY,CAN,7.96,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
47,AARON,MATTES,AUS,10.55,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
48,DANYIL,BOLDYREV,UKR,fall,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
48,FLYNN HUGH,CHISHOLM,NZL,fall,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
48,LIANG,ZHANG,CHN,fall,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
51,REZA,ALIPOUR SHENAZANDIFARD,IRI,false start,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
51,LEANDER,CARMANNS,GER,false start,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
51,ZACH,HAMMER,USA,false start,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
51,HINAYAH,MUHAMMAD,INA,false start,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
51,HAJIME,TAKEDA,JPN,false start,,Jakarta_(INA)_2022,24 September - 26 September 2022,Men
1,LIJUAN,DENG,CHN,6.84,6.66,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
2,NATALIA,KALUCKA,POL,7.12,7.20,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
3,ALEKSANDRA,KALUCKA,POL,6.91,6.81,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
4,DI,NIU,CHN,7.31,fall,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
5,EMMA,HUNT,USA,7.18,8.07,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
6,NURUL,IQAMAH,INA,7.21,7.09,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
7,NARDA MUTIA,AMANDA,INA,7.29,7.33,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
8,YUFANG,XIE,CHN,7.82,7.57,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
9,DESAK,MADE RITA KUSUMA DEWI,INA,6.75,8.22,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
10,AURELIA,SARISSON,FRA,7.36,7.37,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
11,SHENGYAN,WANG,CHN,7.40,fall,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
12,RAHMAYUNA,FADILLAH,INA,7.422,false start,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
13,JIMIN,JEONG,KOR,7.427,7.47,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
14,ALIVANY,VER KHADIJAH,INA,7.63,7.82,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
15,CAPUCINE,VIGLIONE,FRA,7.72,7.48,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
16,GUIZHEN,XIE,CHN,7.73,7.78,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
17,EKA,DIAN KRISMAWATI,INA,7.85,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
18,PATRYCJA,CHUDZIAK,POL,7.90,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
19,RAJIAH,SALLSABILLAH,INA,7.99,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
20,YOUJIN,CHA,KOR,8.09,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
21,ERICA,VELEV,CAN,8.22,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
22,JULIA,KOCH,GER,8.23,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
23,LIBERTY,RUNNELS,USA,8.26,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
24,NURIA,BROCKFELD,GER,8.35,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
25,SUSAN,NURHIDAYAH,INA,8.62,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
26,KARIN,HAYASHI,JPN,8.70,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
27,HARUKA,KANETANI,JPN,9.07,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
28,PUJA,LESTARI,INA,9.08,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
29,HUNG YING,LEE,TPE,9.09,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
30,NOOR,ARSYADA,INA,9.28,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
31,GRACE,CROWLEY,AUS,9.42,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
32,NATSUMI,HAYASHI,JPN,9.50,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
33,MOMONA,TATSUKI,JPN,10.17,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
34,SARAH,TETZLAFF,NZL,10.23,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
35,ABBY,GEBERT,NZL,11.11,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
36,JORJA,RANGI,NZL,11.15,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
37,ANNA,BROZEK,POL,false start,,Jakarta_(INA)_2022,24 September - 26 September 2022,Women
