Rank,Name,,Country,Qualification,Semi-final,Final
1,AO,YURIKUSA,JPN,4.74,36+,29
2,MASAHIRO,HIGUCHI,JPN,4.74,36+,28
3,SEBASTIAN,HALENKE,GER,4.9,36+,28
4,HIDEMASA,NISHIDA,JPN,8.49,40+,27+
5,SATONE,YOSHIDA,JPN,3.0,37+,27+
6,DOHYUN,LEE,KOR,11.14,33+,27+
7,LUKA,POTOCAR,SLO,7.04,33+,25+
8,RAVIANDI,RAMADHAN,INA,15.1,35,22+
9,YOSHIYUKI,OGATA,JPN,3.0,33,
10,SEAN,BAILEY,USA,12.0,32+,
11,MATHIAS,POSCH,AUT,16.61,32+,
12,TAISEI,HOMMA,JPN,6.71,31+,
13,JESSE,GRUPPER,USA,10.39,31+,
14,RAVIANTO,RAMADHAN,INA,14.73,31+,
15,OSCAR,BAUDRAND,CAN,17.0,31+,
16,SASCHA,LEHMANN,SUI,4.74,27+,
17,MILAN,PRESKAR,SLO,19.18,27,
18,CHEUNG-CHI SHOJI,CHAN,HKG,23.66,25+,
19,MUSAUWIR,MUSAUWIR,INA,22.08,24+,
20,ALEX,WATERHOUSE,GBR,17.94,22+,
21,MUHAMMAD,RIZKY SYAHRAFLI SIMATUPANG,INA,24.03,22+,
22,JONAS,UTELLI,SUI,14.7,21+,
23,HAMISH,MCARTHUR,GBR,15.3,21+,
24,YUVAL,SHEMLA,ISR,16.06,21+,
25,STEFAN,SCHERZ,AUT,20.74,21+,
26,PHILIPP,MARTIN,GER,25.15,21+,
27,VICTOR,BAUDRAND,CAN,27.93,,
28,JOE,GOODACRE,USA,28.98,,
29,CHI-FUNG,AU,HKG,29.73,,
30,LUKE,GOH WEN BIN,SGP,29.79,,
31,PUTRA,TRI RAMADANI,INA,30.17,,
32,SIGRID,BIM,INA,30.5,,
33,EVALL,SEPTY JAWARA,INA,31.08,,
34,MUHAMMAD FERZA FERNADA,ABDI,INA,31.74,,
35,KA-CHUN,YAU,HKG,34.47,,
36,FATCHUR,ROJI,INA,35.43,,
37,CHIA HSIANG,LIN,TPE,36.24,,
38,HRITIK,MARNE,IND,36.68,,
39,CHEUK-NAM,WONG,HKG,38.0,,
40,MUHAMMAD RAMZI,FIRMANSYAH,INA,38.71,,
41,SAHIL,KHAN,IND,39.99,,
,ALBERTO,GINÉS LÓPEZ,ESP,dns,,
